query,times
(nr)必须{len($1)>3},1
(c)、{len($1)>1},1
(v)乐{len($1)=1},1
(v)事{len($1)=1},1
(u)什么{len($1)>1},1
法庭*为,1
(u)着{len($1)=1},1
(n)关系{len($1)>2},1
(v)着{len($1)<2},1
*潜伏,1
(c)西{len($1)<2},1
(ns)还有{len($1)<3},1
(vn)王{len($1)>2},1
(v)英语{len($1)=2},1
我*，,1
临沂市*张术平,1
(nt)主导权{len($1)>3},1
暖*白血病,1
村(n)，(l){$1=$2},1
第三十六(Dg){len($1)=4},1
(nz)着{len($1)>4},1
国家@发改委,1
(v)连{len($1)=2},1
(v)不管{len($1)<3},1
(a)着{len($1)>2},1
频繁*换帅,1
说(n)。(v){$1=$2},1
(w)处{len($1)=1},1
(v)有没有{len($1)=2},1
(i)宿舍{len($1)<8},1
(v)人{len($1)=1},1
韩(ns)首次(v){$1=$2},1
审理者@、,1
(n)感情{len($1)>2},1
*积极,1
(w)最好{len($1)>1},1
保真*评弹,1
*上,1
(v)唉{len($1)=1},1
(n)但是{len($1)=2},1
(n)生气{len($1)<3},1
(w)生活{len($1)<2},1
(n)睡着{len($1)>1},1
(nr)一辈子{len($1)=2},1
(n)下雨{len($1)=2},1
以为@从,1
(a)着{len($1)>1},1
承担@舆论,1
(d)学习{len($1)>1},1
(w)当然{len($1)=1},1
雾霾(p)应对(e){$1=$2},1
(q)情{len($1)=1},1
(w)自{len($1)=1},1
此后*一直,1
(v)难保{len($1)>2},1
(w)包{len($1)>1},1
(f)不怕{len($1)>2},1
(v)妹{len($1)>1},1
(v)把{len($1)>1},1
(v)金{len($1)<3},1
(nr)着{len($1)>2},1
(m)上学{len($1)=1},1
探讨(p){len($1)=2},1
(n)骗{len($1)>3},1
提升@。,1
(j)着{len($1)<3},1
(nr)辛苦{len($1)=2},1
(v)呵呵{len($1)<2},1
(m)着{len($1)=1},1
(n)着{len($1)=1},1
(u)看{len($1)=1},1
(j)着{len($1)>3},1
*说,1
(n)岁{len($1)=2},1
小花(c){len($1)=2},1
李清(n){len($1)=2},1
(n)试{len($1)>2},1
(r)着{len($1)=1},1
(n)怎样{len($1)<3},1
(d)着{len($1)<2},1
，*了,1
(n)其实{len($1)>2},1
(vn)时间{len($1)<3},1
如何@落实,1
缺(m)。(un){$1=$2},1
(b)着{len($1)<3},1
(v)本{len($1)>2},1
*盛,1
(i)高兴{len($1)<5},1
(v)没有{len($1)>2},1
(v)条{len($1)=1},1
(v)怎么{len($1)>2},1
(q)着{len($1)<2},1
成果@不断,1
(n)嘴{len($1)=2},1
增强*建设,1
(t)号码{len($1)>2},1
李强(g)本报(un){$1=$2},1
(j)差不多{len($1)=1},1
效益(n)质量(f){$1=$2},1
(n)写{len($1)<3},1
(a)着{len($1)<3},1
(n)朋友{len($1)<4},1
(d)有点{len($1)>1},1
(m)图片{len($1)<5},1
年终(n){len($1)=2},1
(ns)不上{len($1)<3},1
(v)明天{len($1)>2},1
(nr)意思{len($1)<3},1
(v)得{len($1)=1},1
(a)应该{len($1)=1},1
(n)山{len($1)>2},1
(n)次{len($1)>2},1
打(n)，(v){$1=$2},1
(d)点{len($1)>1},1
(w)时间{len($1)=1},1
(d)干什么{len($1)>1},1
(j)不够{len($1)=2},1
(n)但{len($1)<3},1
(z)辛苦{len($1)=4},1
(v)一{len($1)>1},1
(v)着{len($1)<3},1
(v)可{len($1)<3},1
(n)她们{len($1)=2},1
(q)假{len($1)=1},1
(vn)着{len($1)=2},1
(n)伤心{len($1)>2},1
，*民望,1
(v)回{len($1)>2},1
(ns)机器人{len($1)>3},1
(w)看见{len($1)<2},1
(p)着{len($1)=1},1
(w)每次{len($1)=1},1
(j)谈{len($1)>1},1
(n)今年{len($1)>2},1
(v)移动{len($1)=2},1
(nr)处{len($1)<3},1
(ns)着{len($1)>2},1
*起来,1
*大势,1
(m)猜{len($1)>2},1
(a)万{len($1)=2},1
(n)美{len($1)>4},1
(v)谢谢{len($1)>2},1
(w)丑{len($1)>1},1
(n)结{len($1)>2},1
(v)再说{len($1)<3},1
(ns)注意{len($1)>2},1
危机(vd){len($1)=2},1
壮年@逆今,1
(s)雨{len($1)<3},1
(u)白{len($1)<2},1
(n)爱情{len($1)>2},1
*是,1
(v)会{len($1)>1},1
(p)着{len($1)>1},1
(j)喝酒{len($1)=2},1
(q)苹果{len($1)=1},1
(v)靠{len($1)=2},1
把握*的,1
(w)保障{len($1)>2},1
(n)骂{len($1)<3},1
(w)话费{len($1)<2},1
(w)想{len($1)>1},1
(v)！{len($1)>1},1
(n)先{len($1)>2},1
(un)，{len($1)>1},1
是@贺信,1
*告诉,1
(r)多少{len($1)>1},1
(n)老{len($1)>2},1
(v)进{len($1)>1},1
(vn)着{len($1)<3},1
(d)必须{len($1)<3},1
(n)查{len($1)<3},1
(v)机{len($1)<2},1
理想@为,1
(ad)的{len($1)>1},1
(v)干{len($1)=1},1
(n)好多{len($1)=3},1
(r)为啥{len($1)<3},1
丰收*浩荡,1
二@农业,1
(n)如{len($1)<3},1
(v)给{len($1)=1},1
*什么,1
(n)玩{len($1)<4},1
(nr)着{len($1)<3},1
花@累累,1
*一等功,1
(a)关{len($1)=2},1
(p)货{len($1)>1},1
(n)有空{len($1)<3},1
(w)哪里{len($1)<2},1
(n)流量{len($1)<3},1
(i)着{len($1)=4},1
(n)还要{len($1)>2},1
(nr)当然{len($1)=2},1
(m)不{len($1)<2},1
(r)移动{len($1)>2},1
让(Ag)快评(j){$1=$2},1
(w)同学{len($1)<2},1
(v)以后{len($1)>1},1
(y)。{len($1)>1},1
(n)哥{len($1)>2},1
*三,1
(w)泡{len($1)<2},1
(v)消息{len($1)<3},1
康@向,1
*的,1
(ns)其他{len($1)<4},1
(y)着{len($1)=1},1
何为(n)大学(h){$1=$2},1
(w)谢谢{len($1)<2},1
(d)不怕{len($1)=2},1
(s)手机{len($1)<3},1
*好,1
这里(n)。(v){$1=$2},1
*这,1
(j)出{len($1)=1},1
大(nt){len($1)=1},1
(d)号码{len($1)>1},1
(q)是{len($1)>1},1
(n)视频{len($1)>2},1
(h)结束{len($1)>2},1
(v)两个{len($1)>1},1
使@你,1
(w)那样{len($1)<2},1
(t)回去{len($1)>2},1
(v)？{len($1)>1},1
(v)知道{len($1)=1},1
*捷克,1
不(Vg){len($1)=1},1
(w)上午{len($1)<2},1
(r)生日{len($1)<3},1
媒体(Ng)融(v){$1=$2},1
*交通,1
(w)生气{len($1)=1},1
(d)公司{len($1)>1},1
(v)主要{len($1)<3},1
(n)网{len($1)>2},1
(n)而且{len($1)=1},1
(n)厕所{len($1)>2},1
这是@企业,1
(v)王{len($1)=2},1
(n)浪费{len($1)=2},1
(p)喝酒{len($1)<2},1
(w)终于{len($1)>1},1
科技(nz)更(x){$1=$2},1
(v)哪个{len($1)=2},1
(v)敢{len($1)<3},1
可*能源,1
三(n)农(d){$1=$2},1
(v)两{len($1)>1},1
(v)的{len($1)>1},1
(v)愿意{len($1)>2},1
切口(n)。(v){$1=$2},1
四级@魔术,1
改进*呢,1
(w)眼睛{len($1)>1},1
(v)和{len($1)>1},1
(ns)火{len($1)<4},1
(n)那个{len($1)>2},1
人民(n)视觉(v){$1=$2},1
(x)提质{len($1)>2},1
(n)晕{len($1)<4},1
构成@。,1
*项目,1
延迟(n){len($1)=2},1
小微*企业,1
(v)姐{len($1)=2},1
新*一线,1
(n)收{len($1)<2},1
创新(n)指向(l){$1=$2},1
(v)也许{len($1)>1},1
(n)纠结{len($1)<3},1
(u)今年{len($1)<2},1
(a)小时{len($1)<3},1
(w)三个{len($1)=1},1
(f)做{len($1)>1},1
，(f){len($1)=1},1
(w)女朋友{len($1)>1},1
(vn)打{len($1)=2},1
(nr)哥哥{len($1)>3},1
(a)爸{len($1)>2},1
(w)看看{len($1)=1},1
(vn)但是{len($1)>2},1
中国*达成,1
说(r){len($1)=1},1
有(n){len($1)=1},1
(vn)办{len($1)<3},1
(v)雪{len($1)<3},1
(v)照顾{len($1)>2},1
(w)岁{len($1)<2},1
(n)忙{len($1)=2},1
(ad)着{len($1)<2},1
被(f){len($1)=1},1
(v)主体{len($1)>2},1
为(vn){len($1)=1},1
的(Ag)根据(nt){$1=$2},1
受(Tg)，(Dg){$1=$2},1
*亮点,1
(v)旁边{len($1)>2},1
(n)晚{len($1)>3},1
(v)，{len($1)>1},1
在建@领先,1
(n)着{len($1)<5},1
湖北@涉企,1
(nz)。{len($1)>1},1
(v)闲{len($1)>2},1
(w)记得{len($1)<2},1
(n)情{len($1)=2},1
(v)情况{len($1)=1},1
(v)重{len($1)=2},1
(v)起{len($1)>1},1
北京(r)快乐(vn){$1=$2},1
规则@要,1
(ns)几天{len($1)<3},1
(p)那种{len($1)<2},1
(u)江西省{len($1)>3},1
(v)情{len($1)=1},1
(m)努力{len($1)<2},1
(w)表情{len($1)=1},1
全面(n){len($1)=2},1
(d)回事{len($1)=1},1
撤销(un)决定(g){$1=$2},1
(un)讲话{len($1)>2},1
说(f)！(v){$1=$2},1
(ns)通{len($1)>2},1
经济学(an)成本(v){$1=$2},1
(n)刘{len($1)>2},1
(n)更{len($1)>2},1
(f)理解{len($1)=1},1
(n)强{len($1)>3},1
(v)注意{len($1)=1},1
文学@的,1
(u)吵{len($1)<2},1
(ns)着{len($1)=2},1
(u)了{len($1)<2},1
(v)睡觉{len($1)=1},1
(nz)着{len($1)=2},1
(w)冲{len($1)=1},1
(v)这样{len($1)=2},1
(n)吗{len($1)>2},1
(v)起来{len($1)=2},1
(v)北京{len($1)=1},1
(n)贵{len($1)=2},1
(v)话费{len($1)<2},1
*必然,1
用*。,1
(a)你家{len($1)=1},1
(vd)低碳{len($1)>2},1
未来(h){len($1)=2},1
书画(un)将(v){$1=$2},1
硕(m){len($1)=1},1
(n)啦{len($1)>2},1
(w)再{len($1)<2},1
是@！,1
泉*宇宙,1
(n)惹{len($1)=2},1
(g)。{len($1)>1},1
(n)拜拜{len($1)=3},1
(w)理由{len($1)<2},1
(v)正常{len($1)<3},1
(d)重{len($1)<3},1
(c)着{len($1)>2},1
往(z){len($1)=1},1
(r)小时{len($1)<2},1
*灾情,1
(n)木{len($1)>2},1
什么(nt)。(an){$1=$2},1
*党,1
毛卫宁(n)导演(nz){$1=$2},1
(nr)养{len($1)>3},1
(n)床{len($1)<3},1
对症下药(f)。(v){$1=$2},1
(p)着{len($1)<2},1
*王江宏,1
*年度,1
不够@强,1
(v)级{len($1)<3},1
(s)谈{len($1)<3},1
(Tg)。{len($1)>1},1
(d)头像{len($1)<3},1
(v)同{len($1)<3},1
(nr)信息{len($1)<4},1
境内(y)。(ns){$1=$2},1
(nr)着{len($1)<4},1
(b)着{len($1)<2},1
*营造,1
(v)内{len($1)=1},1
(v)实在{len($1)>1},1
朱*人民,1
(e)亮相{len($1)>2},1
(vn)基地{len($1)>2},1
用(n){len($1)=1},1
(p)台{len($1)=1},1
让@谷芽糖,1
(r)来{len($1)=1},1
(r)着{len($1)>2},1
(n)中{len($1)<3},1
联合(n)如何(v){$1=$2},1
(v)一年{len($1)<2},1
保护@？,1
我(un){len($1)=1},1
(v)有个{len($1)>2},1
为@起,1
(w)一年{len($1)<2},1
(d)讨厌{len($1)<3},1
(n)。{len($1)>1},1
(n)恶心{len($1)>2},1
*人民,1
走@路,1
(vn)边{len($1)=2},1
打蜡(n)致癌(d){$1=$2},1
(vn)貌似{len($1)=2},1
(w)百{len($1)<2},1
(n)你好{len($1)=2},1
*有,1
(n)哭{len($1)=2},1
有点*辣,1
(ns)着{len($1)>3},1
(u)听说{len($1)>1},1
(n)想{len($1)<3},1
(m)喝{len($1)<2},1
产业(n){len($1)=2},1
(w)们{len($1)<2},1
高@。,1
蚌埠闸@的,1
(v)不能{len($1)<3},1
谋(vn){len($1)=1},1
(w)疯{len($1)>1},1
(ns)着{len($1)<4},1
(v)谢谢{len($1)>1},1
(v)老师{len($1)>2},1
介绍(nt){len($1)=2},1
(v)把{len($1)=2},1
(n)出去{len($1)=2},1
(v)觉得{len($1)>2},1
(w)心里{len($1)=1},1
(n)华{len($1)=2},1
(u)其实{len($1)<2},1
*实证,1
难(x){len($1)=1},1
(n)哭{len($1)>2},1
(d)六{len($1)>2},1
(n)胖{len($1)>2},1
(v)地图{len($1)>2},1
刻铸*和平,1
(nr)学{len($1)<3},1
(v)还好{len($1)=1},1
规则(a)的(un){$1=$2},1
永不(Ag)打烊(v){$1=$2},1
确实*是,1
四(y){len($1)=1},1
(w)你{len($1)=1},1
我们(n)遇到(v){$1=$2},1
*伟大,1
(n)倒{len($1)=2},1
(w)简单{len($1)<2},1
编制*单位,1
(j)首{len($1)>1},1
(n)哪{len($1)=2},1
(nr)套{len($1)=2},1
的@关键,1
(v)关{len($1)>2},1
(w)关{len($1)<2},1
(ad)以{len($1)=2},1
(n)包{len($1)>2},1
(r)厉害{len($1)=1},1
(p)买{len($1)>1},1
(c)的{len($1)>1},1
(n)妈妈{len($1)>2},1
循环@利用,1
(e)。{len($1)>1},1
(l)一天{len($1)=2},1
(v)来{len($1)=2},1
(w)怕{len($1)<2},1
为何@？,1
学院(i){len($1)=2},1
(n)没事{len($1)>2},1
(q)洗{len($1)=1},1
管理@。,1
(v)元{len($1)<3},1
(n)金{len($1)>2},1
(v)群众{len($1)>2},1
真实(s)故事(f){$1=$2},1
(v)样{len($1)<4},1
(m)什{len($1)>1},1
甲骨文(n){len($1)=3},1
(Vg)？{len($1)>1},1
(v)靠{len($1)<2},1
李国庆@说,1
(ns)着{len($1)=3},1
(v)莫{len($1)=2},1
真(n)。(v){$1=$2},1
*也,1
发展@毕其功于一役,1
培养*干部,1
(ad)花{len($1)=2},1
(vn)按{len($1)=2},1
(v)身边{len($1)<2},1
(v)表{len($1)<3},1
(j)速度{len($1)<2},1
水资源*形势,1
(m)嘛{len($1)>4},1
(w)先{len($1)=1},1
(nr)着{len($1)<9},1
(v)那个{len($1)>1},1
(v)回{len($1)<3},1
做@，,1
(u)男朋友{len($1)<2},1
(n)三{len($1)<3},1
(n)晚{len($1)<3},1
(d)着{len($1)>2},1
(v)照顾{len($1)=2},1
不甘寂寞(b){len($1)=4},1
(n)过来{len($1)=2},1
(v)人格{len($1)>2},1
(w)屁{len($1)>1},1
(w)说{len($1)=1},1
当(m){len($1)=1},1
*入云,1
(v)这边{len($1)<3},1
，*最,1
挥别(n)尴尬(a){$1=$2},1
(n)刷{len($1)=2},1
(d)着{len($1)>1},1
有*于,1
(n)名{len($1)=1},1
来源*：,1
(p)这次{len($1)<2},1
(c)难受{len($1)>1},1
(i)着{len($1)<5},1
(v)其实{len($1)>2},1
(n)大概{len($1)=2},1
(u)担心{len($1)>1},1
(a)上午{len($1)<3},1
(ns)工{len($1)=2},1
补(nz){len($1)=1},1
艰难(Tg)。(h){$1=$2},1
(v)地方{len($1)>1},1
(v)惹{len($1)>2},1
坚持*统筹,1
(n)口{len($1)=1},1
改变*？,1
(n)来{len($1)<3},1
(n)号码{len($1)<4},1
(n)假{len($1)>1},1
(ns)拜{len($1)<3},1
郭子恒(nz)同志(k){$1=$2},1
医保@？,1
持续*增长,1
有奖(b){len($1)=2},1
(n)住{len($1)<3},1
(vn)着{len($1)>2},1
(v)禹华{len($1)>2},1
(w)加{len($1)>1},1
(n)男{len($1)>2},1
(v)没事{len($1)>2},1
(ns)着{len($1)<3},1
(w)要{len($1)>1},1
(a)最后{len($1)>1},1
(d)。{len($1)>1},1
(l)外{len($1)>2},1
(w)黑{len($1)<2},1
更新*不,1
(nr)两{len($1)=3},1
(m)着{len($1)<2},1
(v)外面{len($1)>2},1
(v)道{len($1)<3},1
(n)关{len($1)>2},1
好不(vn){len($1)=2},1
(n)哎呀{len($1)=2},1
(r)一会{len($1)>2},1
*偏颇,1
(n)些{len($1)=3},1
售票*占,1
砸*店,1
(n)停{len($1)=2},1
(n)以{len($1)>2},1
(v)公司{len($1)<3},1
(v)老公{len($1)>1},1
(l)包{len($1)>4},1
(p)两{len($1)>1},1
(c)着{len($1)>1},1
(w)报{len($1)=1},1
首先@。,1
一*时刻,1
老兵(k){len($1)=2},1
(v)那个{len($1)>2},1
的(y){len($1)=1},1
(v)全{len($1)=1},1
(w)撒{len($1)>1},1
(n)五{len($1)=2},1
(l)着{len($1)<4},1
(n)喂{len($1)<4},1
(n)样{len($1)=2},1
想(n)了(v){$1=$2},1
(w)穷{len($1)=1},1
(n)上班{len($1)>3},1
(n)乖{len($1)<3},1
(n)掉{len($1)=3},1
(n)着{len($1)=4},1
(d)身{len($1)=1},1
(v)那边{len($1)>2},1
高手@就,1
(t)电视{len($1)<3},1
不是(n){len($1)=2},1
(c)咱{len($1)=1},1
(w)向{len($1)=1},1
说(Vg){len($1)=1},1
(n)浪费{len($1)<3},1
(w)拜{len($1)<2},1
*抛物,1
巴山@家政,1
(w)热{len($1)=1},1
(w)回来{len($1)=1},1
(v)空{len($1)=2},1
郭(c)说(h){$1=$2},1
(v)别人{len($1)=1},1
(v)橱窗{len($1)>2},1
以*为,1
(q)呵呵{len($1)<2},1
(j)洗澡{len($1)=2},1
(n)第一次{len($1)<3},1
小@。,1
公开法@以下,1
(n)欺负{len($1)=2},1
(v)男朋友{len($1)<3},1
(w)下来{len($1)=1},1
为何@热点,1
(v)每次{len($1)<3},1
(n)请{len($1)>2},1
，@环境,1
，(n)齐(nz){$1=$2},1
(r)机会{len($1)>2},1
这样*。,1
干脆(nz)。(s){$1=$2},1
(n)张{len($1)>2},1
(w)病{len($1)>1},1
