query,times
驻 韩国/ns 记者,1
从重+处罚/v,1
从重 处罚/v,1
问+他/r+忙,1
问 他/r 忙,1
在线/v+考核,1
在线/v 考核,1
，+人文/n+醇厚,1
， 人文/n 醇厚,1
修/v ../n ,1
张智勇+摄/v+人民,1
张智勇 摄/v 人民,1
还+能干/v+什么,1
还 能干/v 什么,1
刘+世锦率/n+中共,1
刘 世锦率/n 中共,1
得+从/p+案件,1
得 从/p 案件,1
卫生+下乡/v+，,1
卫生 下乡/v ，,1
./v累 了,1
一/m+小,1
一/m 小,1
日常+生活/vn+有,1
日常 生活/vn 有,1
n 的 敬意/n,1
网络+时代/n+，,1
网络 时代/n ，,1
首+个/q+海关,1
首 个/q 海关,1
n 从新/d ,1
为/v+迷途,1
为/v 迷途,1
安徽+怀宁县/ns+吴良伦,1
安徽 怀宁县/ns 吴良伦,1
陈东阳+说/v+。,1
陈东阳 说/v 。,1
周文锋/nr+说,1
创新+扶持/vn+方式,1
创新 扶持/vn 方式,1
各地/r+举行+国家/n,1
各地/r 举行 国家/n,1
铁路+通信/vn+工程,1
铁路 通信/vn 工程,1
好上加好/a+。/w,1
好上加好/a 。/w,1
提振/v+党员+干部+干事/n,1
并+不是/c+今冬,1
并 不是/c 今冬,1
拉/nr+存款/n,1
拉/nr 存款/n,1
研读+七/m+遍,1
研读 七/m 遍,1
保持+开放/v+和,1
保持 开放/v 和,1
才/d+落地/v,1
才/d 落地/v,1
重庆/ns+扩大,1
重庆/ns 扩大,1
科技+进步/vn+特等奖,1
科技 进步/vn 特等奖,1
图片/n+均,1
图片/n 均,1
n 风情/n,1
打卡/v+上下班/j,1
打卡/v 上下班/j,1
./v ./a,1
常/d v,1
为/v+民办+实事+，+群众+很/d,1
为/v 民办 实事 ， 群众 很/d,1
风情/n a,1
不/d+可阻+，/w,1
不/d 可阻 ，/w,1
n 的 爱心/n,1
纪委+参与/v+议事,1
纪委 参与/v 议事,1
西南+联大/j+国,1
西南 联大/j 国,1
秋风/nr+桐槐,1
秋风/nr 桐槐,1
起/v ../n ,1
会+变红/v+？,1
会 变红/v ？,1
宣传/vn+，/w,1
宣传/vn ，/w,1
绿色/n+生产+。/w,1
绿色/n 生产 。/w,1
，+补齐/v+弱项,1
， 补齐/v 弱项,1
v 兴致/n,1
网友+直呼/v+神题,1
网友 直呼/v 神题,1
写+？/w,1
写 ？/w,1
记者+看/v+。,1
记者 看/v 。,1
产业+同样/d+需要,1
产业 同样/d 需要,1
必由之路+。/w,1
必由之路 。/w,1
打/v n,1
机器人+迈向/v+家用,1
机器人 迈向/v 家用,1
推广+减贫/vn+经验,1
推广 减贫/vn 经验,1
好心/n n,1
这/r+有何不可+呢+？/w,1
这/r 有何不可 呢 ？/w,1
、+共享/v+网络,1
、 共享/v 网络,1
陈+新民/nr,1
陈 新民/nr,1
人文/n+社会,1
人文/n 社会,1
何/r+谈,1
何/r 谈,1
、/w+打赢+脱贫+攻坚战+的+总体/n,1
、/w 打赢 脱贫 攻坚战 的 总体/n,1
v 真情/n,1
以+开放/v+促,1
以 开放/v 促,1
最后/f+，/w,1
最后/f ，/w,1
个个+健硕/a+。,1
个个 健硕/a 。,1
育种/v+结/v,1
育种/v 结/v,1
v 友情/n,1
会+不/d+会,1
会 不/d 会,1
中央/n+编译局,1
中央/n 编译局,1
那+你/r+就,1
那 你/r 就,1
北方+就/p+雾霾,1
北方 就/p 雾霾,1
n 的 口味/n,1
从+哪儿/r+来,1
从 哪儿/r 来,1
n 口味/n,1
博物学+既/c+是,1
博物学 既/c 是,1
/v,1
a 的 风情/n,1
n 的 真心/n,1
中欧/j+深入+务实+合作+。/w,1
中欧/j 深入 务实 合作 。/w,1
不+高/a+。,1
不 高/a 。,1
作者+为/v+天津,1
作者 为/v 天津,1
习近平/nr+主持+会议+。/w,1
习近平/nr 主持 会议 。/w,1
u 太/d,1
这么/r+说+，+可能+还+抽象+了+点/q,1
这么/r 说 ， 可能 还 抽象 了 点/q,1
检阅+。/w,1
检阅 。/w,1
开放性/n+。/w,1
开放性/n 。/w,1
与+中小学/j+结,1
与 中小学/j 结,1
又+面临/v+困难,1
又 面临/v 困难,1
解决/v+人+与+自然/n,1
解决/v 人 与 自然/n,1
光大+银行/n+阳光,1
光大 银行/n 阳光,1
极/d a,1
引发+了/u+一些,1
引发 了/u 一些,1
v 诚意/n,1
名单+如下/v+：,1
名单 如下/v  ：,1
马上/d v,1
示范/vn+推广+形式/n,1
示范/vn 推广 形式/n,1
看待+中国/ns+的,1
看待 中国/ns 的,1
观+天下/n,1
观 天下/n,1
n 好意/n,1
王春旺/nr+说+。/w,1
王春旺/nr 说 。/w,1
速度/n+的+变化/vn,1
速度/n 的 变化/vn,1
新+征程/n+钟声,1
新 征程/n 钟声,1
打造/v+拉美+最+大/a,1
打造/v 拉美 最 大/a,1
的+场景/n+，,1
的 场景/n ，,1
非洲/ns+，+中国+电建/n,1
非洲/ns ， 中国 电建/n,1
有所 ../v,1
v 好感/n,1
天网恢恢+，/w+疏而不漏,1
天网恢恢 ，/w 疏而不漏,1
n 的 好感/n,1
如诗如画+般/u+美丽,1
如诗如画 般/u 美丽,1
了+许多/m+。,1
了 许多/m 。,1
面/n+设计,1
面/n 设计,1
努力+把/p+社区,1
努力 把/p 社区,1
脱贫致富+领头雁/n,1
脱贫致富 领头雁/n,1
振一振+决战/v+决胜,1
振一振 决战/v 决胜,1
表示/v+。/w,1
表示/v 。/w,1
河南/ns+宁陵县,1
河南/ns 宁陵县,1
世界+。/w,1
世界 。/w,1
主要+领导/n+责任,1
主要 领导/n 责任,1
正/b+深度,1
干部/n+可不+能+闲/v,1
残障+大学生/n+。,1
残障 大学生/n 。,1
访问+韩国/ns,1
访问 韩国/ns,1
福彩/n+延迟+开奖+为何+引/v,1
福彩/n 延迟 开奖 为何 引/v,1
n ../n v,1
垫江县+中医院/n+副院长,1
垫江县 中医院/n 副院长,1
背后/f+环球/n,1
背后/f 环球/n,1
李朝辉/nr+说,1
n 的 真情/n,1
立刻/d v 完,1
巴塞罗那+由/p+第二,1
巴塞罗那 由/p 第二,1
矛盾+？/w,1
机械化+增幅/n+高于,1
国际+冰雪节/n+开幕,1
了+积极/a+探索,1
成果+一/m+桩,1
抵/v ,1
有的+企业/n+大批,1
土地+，/w+我,1
企业+提高/v+商业,1
，+带头/vd+溜,1
北京+杨秀宇/nr+有偿,1
就+容易/a+被,1
就 容易/a 被,1
经理人/n+制度+的+试点+。/w,1
经理人/n 制度 的 试点 。/w,1
零 ../n,1
当代+文学/n+研究会,1
当代 文学/n 研究会,1
../a 而 ../a,1
这里+的/u+安静,1
这里 的/u 安静,1
大数据/n+精准化,1
大数据/n 精准化,1
管理/vn+。/w,1
管理/vn 。/w,1
到位+。/w,1
到位 。/w,1
靳宇文/nr+说/v,1
靳宇文/nr 说/v,1
背/v ../n ,1
小 ../a,1
反正/d 而 ../a,1
中国+传统/a+节日,1
中国 传统/a 节日,1
简政/n+放权+管/v,1
简政/n 放权 管/v,1
交流/vn+。/w,1
交流/vn 。/w,1
y 太/d,1
二十 完善/v 扶贫,1
养/v ../n,1
的+就是/d+党性,1
的 就是/d 党性,1
校园+足球/n+，,1
校园 足球/n ，,1
../v ../v,1
每年/r+两+次+评选/v,1
每年/r 两 次 评选/v,1
坚持/v+立行+立改/v,1
坚持/v 立行 立改/v,1
疏离+到/v+亲近,1
超 两成/m,1
会+将/p+疗效,1
会 将/p 疗效,1
压/v ../n,1
的+好/a,1
的 好/a,1
养老+服务/vn+标准,1
一+名/q+学生,1
办证+多/d+办事,1
,/w+结果+是+人人+不满+。/w,1
乐陶/n+陶/nr,1
乐陶/n 陶/nr,1
文化/n+是,1
文化/n 是,1
线上+线下/n+交易,1
线上 线下/n 交易,1
：+快艇/n+、,1
： 快艇/n 、,1
我+又/d+看到,1
我 又/d 看到,1
作者/n+为,1
作者/n 为,1
v 好心/n,1
着/u+名政治学家+海因斯/nr,1
着/u 名政治学家 海因斯/nr,1
说+。/w,1
说 。/w,1
N 细/a,1
助推/v+非洲,1
助推/v 非洲,1
恩情/n v,1
和+销售/v+的,1
和 销售/v 的,1
坚持/v+社会+参与+。/w,1
坚持/v 社会 参与 。/w,1
吃/v a ,1
理念+深入人心/i,1
理念 深入人心/i,1
香椿/n+树+的+芽+被+主人/n,1
香椿/n 树 的 芽 被 主人/n,1
n ./n v,1
奈何+斗/v+酒乐,1
奈何 斗/v 酒乐,1
的+花朵/n,1
的 花朵/n,1
国企+是/v+腐败,1
国企 是/v 腐败,1
a 真情/n,1
工业+集团/n+董事长,1
工业 集团/n 董事长,1
拉+中/f+合作,1
拉 中/f 合作,1
企盼/v+回+天术/n,1
企盼/v 回 天术/n,1
为/v+中国+工业/n,1
为/v 中国 工业/n,1
消费+成/v+热门,1
消费 成/v 热门,1
体制+机制/n+。,1
体制 机制/n 。,1
同志/n+逝世/v,1
同志/n 逝世/v,1
：/w+羊/n,1
：/w 羊/n,1
支持+力度/n+。,1
支持 力度/n 。,1
九旬/m+曹鹏+：+古典+音乐+苦行+僧速/n,1
九旬/m 曹鹏 ： 古典 音乐 苦行 僧速/n,1
欧洲/ns+智库+欧洲+之+友+秘书长/n,1
欧洲/ns 智库 欧洲 之 友 秘书长/n,1
警钟/n+长震,1
警钟/n 长震,1
的+大/a+服务员,1
的 大/a 服务员,1
助力/n+种子+企业+快速/d,1
助力/n 种子 企业 快速/d,1
警方+目前/t+已,1
警方 目前/t 已,1
没/d+产权/n,1
没/d 产权/n,1
无奈/a+之下,1
无奈/a 之下,1
推行+平衡/a+外交,1
推行 平衡/a 外交,1
科学/n+精神+强调+平等+、+自由+的/u,1
科学/n 精神 强调 平等 、 自由 的/u,1
定位/vn+创新+服务/vn,1
定位/vn 创新 服务/vn,1
校园+，/w+抓住,1
校园 ，/w 抓住,1
再/d+无+音讯/n,1
再/d 无 音讯/n,1
也/d+是/v,1
也/d 是/v,1
，+打造/v+品牌,1
， 打造/v 品牌,1
保驾/vn+护航/vn,1
保驾/vn 护航/vn,1
为/v+老人/n,1
为/v 老人/n,1
晚上+的/u+工作,1
晚上 的/u 工作,1
日+科诉/j+苦道,1
日 科诉/j 苦道,1
n 污/ng,1
安徽+试点/v+农业,1
安徽 试点/v 农业,1
关键+因素/n+是,1
关键 因素/n 是,1
服务+开拓/v+新,1
服务 开拓/v 新,1
可+再生/v+能源,1
二○一五年/t+十二月,1
二○一五年/t 十二月,1
密切/a+高层,1
一样+欣慰/a+。,1
一样 欣慰/a 。,1
七+、/w+有序,1
七 、/w 有序,1
立刻/d 就 v,1
原创/nz+科技+助力/n,1
原创/nz 科技 助力/n,1
前行+的/u+脚步,1
前行 的/u 脚步,1
磨/v ../n ,1
煤矿/n+建井+模式+实现+重大/a,1
煤矿/n 建井 模式 实现 重大/a,1
防污+有/v+新规,1
防污 有/v 新规,1
成为+强劲/ad+引擎,1
成为 强劲/ad 引擎,1
得/u+保证/v,1
得/u 保证/v,1
序幕+已经/d+拉开,1
序幕 已经/d 拉开,1
管理局/n+供图/v,1
管理局/n 供图/v,1
萌+代言人/n+普法,1
萌 代言人/n 普法,1
地沟+油/n+有望,1
地沟 油/n 有望,1
所以+选择/v+了,1
所以 选择/v 了,1
该+终/v+矣,1
该 终/v 矣,1
棵+铁梨树/n+！,1
棵 铁梨树/n ！,1
圈子+文化/n+由来已久,1
圈子 文化/n 由来已久,1
自备+井置/v+换,1
自备 井置/v 换,1
,+张振鲁/nr+正在,1
, 张振鲁/nr 正在,1
服从/v+命令,1
服从/v 命令,1
不/d+该/v,1
不/d 该/v,1
公务员+心理/n+健康,1
公务员 心理/n 健康,1
一+名/q+警察,1
一 名/q 警察,1
女/b n,1
亚洲杯/nz+暂,1
亚洲杯/nz 暂,1
制裁+范围/n,1
制裁 范围/n,1
工商/j+稽查,1
工商/j 稽查,1
要求+他/r+重,1
要求 他/r 重,1
日本+、/w+韩国,1
日本 、/w 韩国,1
脱贫+。/w,1
脱贫 。/w,1
在/p+网上/s,1
在/p 网上/s,1
善工/v+家园+扶/v,1
善工/v 家园 扶/v,1
为/v+中共/j,1
为/v 中共/j,1
管理+草莓/n+。,1
管理 草莓/n 。,1
平衡+强/a+体质,1
平衡 强/a 体质,1
客人/n+绘制/v,1
客人/n 绘制/v,1
吃/V N,1
队+呢/y+？,1
队 呢/y ？,1
v 理想/n,1
多+了/y+。,1
多 了/y 。,1
感叹+。/w,1
感叹 。/w,1
在/p+工作+中+。/w,1
在/p 工作 中 。/w,1
触犯+法律/n+？,1
：/w+你+为啥+到+哪儿/r,1
：/w 你 为啥 到 哪儿/r,1
做+主粮/n+？,1
做 主粮/n ？,1
让+中国/ns+律师,1
让 中国/ns 律师,1
出力+。/w,1
出力 。/w,1
建+起/v+首,1
建 起/v 首,1
受+洋罪/n+！,1
受 洋罪/n ！,1
一+条/q+协力,1
一 条/q 协力,1
推/v ../n ,1
 ../v就是了,1
能否+得到/v+监管,1
能否 得到/v 监管,1
把*一 ./v,1
及+人才/n+。,1
及 人才/n 。,1
瓶颈+。/w,1
瓶颈 。/w,1
犯罪+早已/d+不是,1
犯罪 早已/d 不是,1
n 的 爱情/n,1
a 热情/a,1
n 热气/n,1
张建林/nr+感慨,1
张建林/nr 感慨,1
中共+广东/ns+省委,1
中共 广东/ns 省委,1
n 热情/a,1
这/r+四,1
这/r 四,1
老朋友+心心相连/i+。,1
老朋友 心心相连/i 。,1
合浦+汉墓/n+博物馆,1
合浦 汉墓/n 博物馆,1
主席+彭丽敏/nr+表示,1
主席 彭丽敏/nr 表示,1
《+抗战/vn+家书,1
《 抗战/vn 家书,1
公众+参与度/n+。,1
公众 参与度/n 。,1
安全/an+何,1
根基+在/v+基层,1
直击+改革/vn+前沿,1
商务+大会/n+召开,1
校+一/m+探,1
的+钱/n+醒,1
的 钱/n 醒,1
鼓励+和/c+促进,1
鼓励 和/c 促进,1
的+笼子/n,1
的 笼子/n,1
嘛/y w,1
的+家乡/n+。,1
的 家乡/n 。,1
已/d+是+泣不成声+。/w,1
已/d 是 泣不成声 。/w,1
教育/v+之/u,1
教育/v 之/u,1
文艺+下乡/v+有滋有味,1
文艺 下乡/v 有滋有味,1
治沙/v+成为/v,1
治沙/v 成为/v,1
世界+为什么/r+这么,1
世界 为什么/r 这么,1
求才若渴+：/w,1
求才若渴 ：/w,1
a 兴趣/n,1
，/w+坚持+安全+上/v,1
，/w 坚持 安全 上/v,1
江中/s+泥沙,1
江中/s 泥沙,1
，+还是/d+体验,1
， 还是/d 体验,1
法国+极/d+右翼,1
法国 极/d 右翼,1
苦/a ,1
在/p+舆论,1
在/p 舆论,1
刘纪鹏+说/v+。,1
刘纪鹏 说/v 。,1
文化/n+是/v,1
文化/n 是/v,1
北京/ns+盛玉雷/nr,1
北京/ns 盛玉雷/nr,1
江西+黎川/ns+瓷业,1
江西 黎川/ns 瓷业,1
好/a+收成/n,1
好/a 收成/n,1
鸟儿/n+提供+更加+美好+的+家园/n,1
鸟儿/n 提供 更加 美好 的 家园/n,1
福鼎+重新/d+定义,1
甘肃+农业/n+机械化,1
银行卡/n+，+卖/v,1
银行卡/n ， 卖/v,1
归去来兮+。/w,1
李晓东/nr+中国,1
贾谊/nr+故居,1
二+是/v+影响,1
往事+还乡/v,1
服务+。/w,1
要/v+怎样,1
标准+如何/r+界定,1
如何/r 界定,1
干/v ../n,1
项目+更/d+接地,1
项目 更/d 接地,1
猪生病+和/c+肉价,1
猪生病 和/c 肉价,1
：+刘枫/nr+。,1
： 刘枫/nr 。,1
鼓励+扶持/v+互联网,1
鼓励 扶持/v 互联网,1
政治/n+上+要+过硬+，+讲+纪律+、+守+规矩+。,1
政治/n 上 要 过硬 ， 讲 纪律 、 守 规矩 。,1
综合+设置/vn+机构,1
综合 设置/vn 机构,1
生/v ../n,1
在+持续/v,1
在 持续/v,1
a 恩情/n,1
老陈/nr+，,1
老陈/nr ，,1
电建+集团/n+董事长,1
电建 集团/n 董事长,1
不/d+稳定+因素/n,1
不/d 稳定 因素/n,1
刘俊海/nr+说/v,1
刘俊海/nr 说/v,1
会面+，/w+改革,1
会面 ，/w 改革,1
信誉度+如何/r+？,1
信誉度 如何/r ？,1
做/v+家长/n,1
做/v 家长/n,1
其他+法律/n+服务,1
其他 法律/n 服务,1
推广+标兵/n+公布,1
推广 标兵/n 公布,1
去+管/v+这么,1
去 管/v 这么,1
眼神+，/w,1
眼神 ，/w,1
的确/d+，,1
的确/d ，,1
．/v窄了,1
没有+被/p+难倒,1
没有 被/p 难倒,1
扶贫/v+之,1
扶贫/v 之,1
香港/ns+举办,1
香港/ns 举办,1
．/v党,1
同样/b+的/u,1
同样/b 的/u,1
第三方+利益/n+。,1
第三方 利益/n 。,1
铭记/v+二战/j,1
铭记/v 二战/j,1
太/d l,1
极/d V,1
开刀+。/w,1
开刀 。/w,1
，/w+兑现+是+果实/n,1
，/w 兑现 是 果实/n,1
首单/m+土地+流转+保险+合同+签约/v,1
首单/m 土地 流转 保险 合同 签约/v,1
n 诚意/n,1
v ./v,1
其实/d+何必+舍近求远/i,1
其实/d 何必 舍近求远/i,1
../v 回忆,1
痴心/n v,1
看/v+着+他+远走+，/w,1
看/v 着 他 远走 ，/w,1
蹄/n+疾,1
蹄/n 疾,1
政府/n+，+财力+有限+。/w,1
政府/n ， 财力 有限 。/w,1
也/d+格外+理解+和/c,1
也/d 格外 理解 和/c,1
的+限值/vn+。,1
的 限值/vn 。,1
新型/b+国际,1
新型/b 国际,1
该+从严/v+。,1
n 感情/n,1
长/v 在 ns f,1
：+申茜/nr,1
： 申茜/nr,1
要+有所/v+反思,1
要 有所/v 反思,1
成心 ./v,1
更新+了/y+。,1
更新 了/y 。,1
n 的 激情/n,1
将+党风/n+廉政,1
将 党风/n 廉政,1
中/f+睡+却/d,1
中/f 睡 却/d,1
感情/n v,1
a 的 深情/n,1
全部 ../V,1
了+。/w,1
了 。/w,1
丹真/nr+旺久+：+我+对+诚信+最/d,1
丹真/nr 旺久 ： 我 对 诚信 最/d,1
./v./a 到,1
伊朗+首都/n+因,1
伊朗 首都/n 因,1
去+故宫/ns+看,1
去 故宫/ns 看,1
感谢/v+俞+主任+和+社区/n,1
感谢/v 俞 主任 和 社区/n,1
摄+人民/n+视觉,1
摄 人民/n 视觉,1
不/d+能/v,1
不/d 能/v,1
揣+着/u+明白,1
揣 着/u 明白,1
焦点/n+之二,1
焦点/n 之二,1
./v 下,1
老屋+那/c+扇,1
老屋 那/c 扇,1
融资+工具/n+。,1
融资 工具/n 。,1
吸引力+也/d+是,1
吸引力 也/d 是,1
共同/d+扞卫,1
共同/d 扞卫,1
保险+机构/n+参与,1
保险 机构/n 参与,1
新/a+思路/n,1
新/a 思路/n,1
当然/d+，,1
当然/d ，,1
v 人 ./n,1
孙/nr+洪水,1
孙/nr 洪水,1
敢/v+想象+。/w,1
敢/v 想象 。/w,1
今天+推出/v+的,1
今天 推出/v 的,1
本场+比赛/v+，,1
本场 比赛/v ，,1
这是/r+习近平,1
这是/r 习近平,1
干部/n+画像,1
干部/n 画像,1
巾帼/n+了望者,1
巾帼/n 了望者,1
时光/n+回溯,1
时光/n 回溯,1
朋友/n+。/w,1
朋友/n 。/w,1
模式+。/w,1
模式 。/w,1
云/n+是+东京+才子+、/w,1
云/n 是 东京 才子 、/w,1
里/f+看+优势+，+短板+里+找/v,1
里/f 看 优势 ， 短板 里 找/v,1
说+，/w+老师,1
说 ，/w 老师,1
的+？/w,1
的 ？/w,1
转型+升级/v,1
转型 升级/v,1
吃/v a,1
大 .../n的w,1
在+福利院/n+探望,1
在 福利院/n 探望,1
忧患/n+意识/n,1
忧患/n 意识/n,1
启示+。/w,1
启示 。/w,1
吉尔吉斯/ns+共和国,1
吉尔吉斯/ns 共和国,1
总理+，/w,1
总理 ，/w,1
抓好+党建/j+作为,1
抓好 党建/j 作为,1
有/v+活力+。/w,1
有/v 活力 。/w,1
楼窗/n+上+还有+彩色+玻璃/n,1
楼窗/n 上 还有 彩色 玻璃/n,1
是+最/d+有,1
产业/n+工人,1
产业/n 工人,1
v 心意/n,1
的+转折/vn,1
的 转折/vn,1
良好+征/v+。,1
良好 征/v 。,1
美联储/j+加息,1
../n ../v,1
理解+。/w,1
理解 。/w,1
冬日+，/w+党员,1
冬日 ，/w 党员,1
v 口味/n,1
守住/v+公平,1
守住/v 公平,1
总书记/n+对此,1
总书记/n 对此,1
是+知识/n+教育,1
是 知识/n 教育,1
当/p+好,1
当/p 好,1
制约+伊核/ns+谈判,1
制约 伊核/ns 谈判,1
平等+、/w+自由,1
平等 、/w 自由,1
知识/n+产权,1
知识/n 产权,1
北京/ns+今年+不+会+为+限购/v,1
北京/ns 今年 不 会 为 限购/v,1
一阵+恐怖/a+。,1
一阵 恐怖/a 。,1
n 的 好心/n,1
v n的 ./v,1
任免+名单/n,1
任免 名单/n,1
a 的 恩情/n,1
如何/r+用,1
如何/r 用,1
好+京城/n+百姓,1
好 京城/n 百姓,1
带头/vd+树立,1
带头/vd 树立,1
是+刘邦/nr+。,1
是 刘邦/nr 。,1
该/v+是/v,1
该/v 是/v,1
轮/q+上涨+的/u,1
轮/q 上涨 的/u,1
从新/d v,1
得+民望/i+。,1
得 民望/i 。,1
这样+的/u+事情,1
这样 的/u 事情,1
着+说/v+。,1
着 说/v 。,1
没有+劳动/vn+合同,1
没有 劳动/vn 合同,1
一+把/q+梯子,1
一 把/q 梯子,1
各项/r+新政+落地+速度+快+见效+快+力度/n,1
各项/r 新政 落地 速度 快 见效 快 力度/n,1
是否+公开/a+透明,1
是否 公开/a 透明,1
一路+沿线/f+旅游,1
一路 沿线/f 旅游,1
第二十九/m+号,1
第二十九/m 号,1
资格+的/u+。,1
资格 的/u 。,1
，/w+调水+沿线/f,1
，/w 调水 沿线/f,1
a 的 善意/n,1
飞行员+不禁/d+倒,1
飞行员 不禁/d 倒,1
实习生/n+祖丽,1
实习生/n 祖丽,1
中+澳/j+自贸,1
中 澳/j 自贸,1
泓+清泉/n,1
泓 清泉/n,1
片人+文化/n,1
片人 文化/n,1
来+了/y+！,1
来 了/y ！,1
刚才/t ./v,1
创新+？/w,1
创新 ？/w,1
没有/d+引入,1
没有/d 引入,1
风起+于/p+青萍,1
风起 于/p 青萍,1
的 ./v d,1
各地+出/v+重拳,1
各地 出/v 重拳,1
农工党+十五/m+届,1
农工党 十五/m 届,1
这样/r+的/u,1
这样/r 的/u,1
感情/n a,1
v 兴趣/n,1
n 劲头/n,1
../v 得漂亮,1
大学/n+教授/n,1
大学/n 教授/n,1
首先+难/a+在,1
首先 难/a 在,1
激情 ../a,1
发+稳岗/vn+补贴,1
发 稳岗/vn 补贴,1
聚焦·大病+保险/n+新,1
聚焦·大病 保险/n 新,1
国家+治理/v,1
国家 治理/v,1
用力/ad+抓+，+但+总/d,1
用力/ad 抓 ， 但 总/d,1
的/u+狍子+。/w,1
的/u 狍子 。/w,1
./v高  了,1
把+理想/n+喂养,1
把 理想/n 喂养,1
没有+和平/n+，,1
