query,times
(d)+带+点+东西+去+(v){len($2)>1},1
(d) 带 点 东西 去 (v){len($2)>1},1
信念+(w){count>4},1
信念 (w){count>4},1
具有+(r)+的{len($1)>1},1
具有 (r) 的{len($1)>1},1
带来+(b)+的{len($1)=2},1
带来 (b) 的{len($1)=2},1
制造业+(n)+品牌{begin($1)!=[和+游]},1
制造业 (n) 品牌{begin($1)!=[和 游]},1
以+(n)+方言{len($1)<3},1
以 (n) 方言{len($1)<3},1
的+(vn)+作用{end($1)=[动+卖+杰+笔]},1
的 (vn) 作用{end($1)=[动 卖 杰 笔]},1
(n)+表示+(w){$1!=$2},1
(n) 表示 (w){$1!=$2},1
(v)+(s){count<847},1
(v) 创新{len($1)>1},1
(d)+松+了+口+(w){begin($1)!=[说+昨+来]},1
(d) 松 了 口 (w){begin($1)!=[说 昨 来]},1
支付+(n){len($1)!=3},1
支付 (n){len($1)!=3},1
最+(f)+的{count<997},1
最 (f) 的{count<997},1
陌生人+(u)+围墙{len($1)=1},1
陌生人 (u) 围墙{len($1)=1},1
网络+(n)+法治化{len($1)<3},1
网络 (n) 法治化{len($1)<3},1
付给(n)(r){len($1)<4;len($2)<4},1
(ns)+老区{begin($1)!=[订+战+拍]},1
(ns) 老区{begin($1)!=[订 战 拍]},1
商品+(n)+跌{len($1)<3},1
商品 (n) 跌{len($1)<3},1
转型+(v){len($1)!=3},1
转型 (v){len($1)!=3},1
(w)+(v){len($2)=2},1
(w) (v){len($2)=2},1
(t)+车马+(n){len($1)!=3; len($2)=1},1
(t) 车马 (n){len($1)!=3; len($2)=1},1
中建岛+(n)+涉水{len($1)!=3},1
中建岛 (n) 涉水{len($1)!=3},1
战士+(u)+兵站{count>10},1
战士 (u) 兵站{count>10},1
说+(w){count<227},1
说 (w){count<227},1
为什么+(n)+价格{end($1)=[品+松+带]},1
为什么 (n) 价格{end($1)=[品 松 带]},1
罗忠勇+(v)+。{len($1)=1},1
罗忠勇 (v) 。{len($1)=1},1
挽留+(w){count<609},1
挽留 (w){count<609},1
(ns)+如何{count>9},1
(ns) 如何{count>9},1
(nr)+去留{end($1)=[兰+恋+朋+惨]},1
(nr) 去留{end($1)=[兰 恋 朋 惨]},1
(V)一个{mid($1)!=[是 有]},1
(v)+新+常态+(v){len($1)=2; begin($2)=[发展+打+文]},1
(v) 新 常态 (v){len($1)=2; begin($2)=[发展 打 文]},1
雪寂处+(w)+只{count>3},1
雪寂处 (w) 只{count>3},1
一 (q) (n) {$1!=$2; len($2) =2 },1
(r)+(n){len($1)=1},1
(r) (n){len($1)=1},1
多+(w){count>9},1
多 (w){count>9},1
(n)+与{begin($1)!=[杂+澡]},1
(n) 与{begin($1)!=[杂 澡]},1
(a)+人法+落地+之后+走+(n){len($1)!=2; len($2)=5},1
(a) 人法 落地 之后 走 (n){len($1)!=2; len($2)=5},1
(n)+创新+(n){len($1)<5; len($2)>1},1
(n) 创新 (n){len($1)<5; len($2)>1},1
(v)+特定+(u){begin($1)=[禁+巴+宝+辣]},1
(v) 特定 (u){begin($1)=[禁 巴 宝 辣]},1
深入+(v)+合作{count<315},1
深入 (v) 合作{count<315},1
博物馆+(u)+生长点{len($1)!=2},1
博物馆 (u) 生长点{len($1)!=2},1
(v)+(p){end($1)=[手+顿+雪+人]},1
(v) (p){end($1)=[手 顿 雪 人]},1
(w)+不+若+良言+(m){count>2},1
(w) 不 若 良言 (m){count>2},1
挂号+(w){count<459},1
挂号 (w){count<459},1
(nr)+去留{end($1)!=[呵+战]},1
(nr) 去留{end($1)!=[呵 战]},1
杜绝+(n)+操作{begin($1)!=[急+测]},1
杜绝 (n) 操作{begin($1)!=[急 测]},1
强力+(n){len($1)!=3},1
强力 (n){len($1)!=3},1
层面+(n)+范畴{count>4},1
层面 (n) 范畴{count>4},1
(v)+(a){count>2},1
(v) (a){count>2},1
(v)+(s){$1=$2},1
(v) (s){$1=$2},1
常委+(nr)+说{count>2},1
常委 (nr) 说{count>2},1
风光+(d)+再{len($1)!=2},1
风光 (d) 再{len($1)!=2},1
郑建兵+(v)+。{len($1)!=3},1
郑建兵 (v) 。{len($1)!=3},1
利比亚+(n)+遭{count<560},1
利比亚 (n) 遭{count<560},1
的+(w){count<327},1
的 (w){count<327},1
失去+(u)+劳动{count>6},1
(n)+(n){end($1)!=[郑+斤+越+集]; len($2)>1},1
(n) (n){end($1)!=[郑 斤 越 集]; len($2)>1},1
(v)+体育+产业+(b){len($2)<3},1
(v) 体育 产业 (b){len($2)<3},1
(b)+的{count>7},1
(b) 的{count>7},1
遵循+(n)+杜绝{len($1)>1},1
遵循 (n) 杜绝{len($1)>1},1
不宜+(ad)+解读{end($1)!=[毒+莫]},1
不宜 (ad) 解读{end($1)!=[毒 莫]},1
(n)+助推{begin($1)!=[打+射+犯]},1
(n) 助推{begin($1)!=[打 射 犯]},1
难+(v)+哪里{len($1)!=2},1
难 (v) 哪里{len($1)!=2},1
(d)+是+农民+不+(a){len($1)>1; len($2)>1},1
(d) 是 农民 不 (a){len($1)>1; len($2)>1},1
车辆+(p)+隧道{len($1)!=2},1
车辆 (p) 隧道{len($1)!=2},1
凄雨途+(w)+潸然{count>8},1
凄雨途 (w) 潸然{count>8},1
郑文华+(v)+。{len($1)!=2},1
郑文华 (v) 。{len($1)!=2},1
(q)+持久战+(w){len($1)=1},1
(q) 持久战 (w){len($1)=1},1
(nr)+琍琦+颇+(r){$1!=$2},1
(i)+(w){count>6},1
(i) (w){count>6},1
全能+(n)+让{end($1)=[苗+闹]},1
全能 (n) 让{end($1)=[苗 闹]},1
崔光日+(v)+感激{len($1)<3},1
崔光日 (v) 感激{len($1)<3},1
茶农+(w){count>8},1
茶农 (w){count>8},1
(nr)+献明{len($1)!=2},1
(nr) 献明{len($1)!=2},1
(/../v)(../v){$1=$2},1
了+(w){count>10},1
了 (w){count>10},1
机制+(vn)+。{end($1)!=[向+知]},1
机制 (vn) 。{end($1)!=[向 知]},1
破解+(vn)+难题{len($1)<3},1
破解 (vn) 难题{len($1)<3},1
俯瞰+(w){count>6},1
俯瞰 (w){count>6},1
分羹+(w)+不{count>6},1
分羹 (w) 不{count>6},1
势+(w)+莫重于{count<674},1
势 (w) 莫重于{count<674},1
仅+(v)+第一{count<352},1
仅 (v) 第一{count<352},1
角度+(v)+？{len($1)>1},1
角度 (v) ？{len($1)>1},1
不(v). 怎么(v){$1=$2},1
邀请赛+(v){len($1)!=3},1
邀请赛 (v){len($1)!=3},1
(t)+，+冻掉+(n){len($2)>1},1
(t) ， 冻掉 (n){len($2)>1},1
充满+(n)+的{end($1)=[情+给]},1
充满 (n) 的{end($1)=[情 给]},1
作者+(v)+中国{count<440},1
作者 (v) 中国{count<440},1
博士+(w){count>2},1
博士 (w){count>2},1
旧+(n){count<267},1
旧 (n){count<267},1
(w)+(c){len($2)!=2},1
(w) (c){len($2)!=2},1
(v)+(n){len($1)=2; len($2)!=3},1
(v) (n){len($1)=2; len($2)!=3},1
与会+(n)+合影{len($1)>2},1
与会 (n) 合影{len($1)>2},1
(w)+引来+(l){end($2)!=[轻+城+文+尽]},1
(w) 引来 (l){end($2)!=[轻 城 文 尽]},1
(v)+表细{len($1)=1},1
(v) 表细{len($1)=1},1
(d)+看来+，+公众+(d){end($1)=[此+应]},1
(d) 看来 ， 公众 (d){end($1)=[此 应]},1
(n)+潮起+(w){len($1)<3},1
(n) 潮起 (w){len($1)<3},1
不满+(w){count<399},1
不满 (w){count<399},1
(nr)+说{mid($1)=[金+村]},1
(nr) 说{mid($1)=[金 村]},1
发展+(v)+增强{len($1)=2},1
发展 (v) 增强{len($1)=2},1
(r)+是+我们+最+可爱+的+战士+(w){end($1)=[就+粉+踩+另]},1
(r) 是 我们 最 可爱 的 战士 (w){end($1)=[就+粉+踩+另]},1
(r)+需要{end($1)=[就+马]},1
(r) 需要{end($1)=[就 马]},1
(n)+干部+(v){$1!=$2},1
(n) 干部 (v){$1!=$2},1
优势+(n)+的{len($1)>1},1
优势 (n) 的{len($1)>1},1
万+(n)+将{end($1)=[户+戏+野]},1
万 (n) 将{end($1)=[户 戏 野]},1
(p)+(n){len($1)!=2; len($2)!=3},1
(p) (n){len($1)!=2; len($2)!=3},1
要+(n)+、{len($1)<4},1
要 (n) 、{len($1)<4},1
(v)+互联网{end($1)=[动+她+味+放]},1
(v) 互联网{end($1)=[动 她 味 放]},1
用+(a)+思维{count>5},1
用 (a) 思维{count>5},1
始终+(p)+党中央{len($1)=1},1
始终 (p) 党中央{len($1)=1},1
(v)+(w){len($1)!=2},1
(v) (w){len($1)!=2},1
说+(w){count<643},1
说 (w){count<643},1
(v)+(m){count<126},1
(v) (m){count<126},1
(n)+，+文学+梦+(v){$1!=$2},1
(n) ， 文学 梦 (v){$1!=$2},1
(n)+(n){begin($1)=[体+苦+拼+稳]},1
(n) (n){begin($1)=[体 苦 拼 稳]},1
谢+(nr)+、{count>5},1
谢 (nr) 、{count>5},1
打开+(n)+？{len($1)!=3},1
打开 (n) ？{len($1)!=3},1
增强+(n)+执行力{begin($1)=[制+吗+哈]},1
增强 (n) 执行力{begin($1)=[制+吗+哈]},1
(vn)+时代+(u){$1=$2},1
(vn) 时代 (u){$1=$2},1
(n)+，+不禁+(v){len($1)!=3; len($2)!=3},1
(n) ， 不禁 (v){len($1)!=3; len($2)!=3},1
老师+(z)+地{begin($1)!=[红+处]},1
老师 (z) 地{begin($1)!=[红 处]},1
(v)+，+我+(d){count>3},1
(v) ， 我 (d){count>3},1
富民+(n)+的{count>9},1
富民 (n) 的{count>9},1
壶+(w){count>4},1
壶 (w){count>4},1
(d)+差+(n){len($1)=1; len($2)=1},1
(d) 差 (n){len($1)=1; len($2)=1},1
(v)+让{len($1)=1},1
(v) 让{len($1)=1},1
一+(v)+！{count>9},1
一 (v) ！{count>9},1
(r)+感觉+(n){len($2)!=3},1
(r) 感觉 (n){len($2)!=3},1
再次+(v)+它{len($1)!=2},1
再次 (v) 它{len($1)!=2},1
(r)+正确{count<469},1
(r) 正确{count<469},1
听+(m)+听{len($1)=1},1
听 (m) 听{len($1)=1},1
(r)+(m){count>9},1
(r) (m){count>9},1
(v)+文字{count>3},1
(v) 文字{count>3},1
推动+(n)+多元化{count>2},1
推动 (n) 多元化{count>2},1
她+(u)+腿{len($1)!=2},1
她 (u) 腿{len($1)!=2},1
把+(n)+公园{len($1)>1},1
把 (n) 公园{len($1)>1},1
(v)+(v){len($1)=1},1
(v) (v){len($1)=1},1
才+(a){begin($1)=[有+托+摔+落]},1
才 (a){begin($1)=[有 托 摔 落]},1
(nr)+会见{len($1)<4},1
(nr) 会见{len($1)<4},1
../a (a){len($1)=2},1
(v)+守护{begin($1)!=[答+员+扯]},1
(v) 守护{begin($1)!=[答 员 扯]},1
东部+(ns)+地区{end($1)!=[安+巧]},1
东部 (ns) 地区{end($1)!=[安 巧]},1
沸雪+(ns)+开赛{len($1)<4},1
沸雪 (ns) 开赛{len($1)<4},1
(n)+答{len($1)<3},1
(n) 答{len($1)<3},1
多+(q)+本事{count>2},1
多 (q) 本事{count>2},1
排污权+(d)+使用{end($1)!=[农+么]},1
排污权 (d) 使用{end($1)!=[农 么]},1
(n)+上{len($1)!=3},1
(n) 上{len($1)!=3},1
本地人+(w){count<720},1
本地人 (w){count<720},1
(p)+博物学家{count>6},1
(p) 博物学家{count>6},1
会+(v)+的{begin($1)!=[破+镇+国+肿]},1
会 (v) 的{begin($1)!=[破 镇 国 肿]},1
(n)+(u){len($1)=2; len($2)=1},1
(n) (u){len($1)=2; len($2)=1},1
(n)+海淘{begin($1)!=[油+接]},1
(n) 海淘{begin($1)!=[油 接]},1
文学+(v)+。{count<667},1
文学 (v) 。{count<667},1
根上+(n)+，{count>10},1
根上 (n) ，{count>10},1
(n)+(w){$1!=$2},1
(n) (w){$1!=$2},1
(n)+家家电+接通+(n){begin($1)!=[烟+落]; len($2)>1},1
(m)+岭{len($1)!=2},1
有效+(v)+公务{end($1)=[障+待+入]},1
有效 (v) 公务{end($1)=[障 待 入]},1
失误+(w){count>4},1
失误 (w){count>4},1
喜爱+(n)+？{count>2},1
喜爱 (n) ？{count>2},1
杨绍品+(v)+。{len($1)!=2},1
杨绍品 (v) 。{len($1)!=2},1
外国+(n)+。{len($1)=3},1
外国 (n) 。{len($1)=3},1
(p)+主办{count<772},1
(p) 主办{count<772},1
黄金+(n)+。{count>9},1
黄金 (n) 。{count>9},1
(n)+教育+(vn){count>6},1
(n) 教育 (vn){count>6},1
(m)+位+学生+家长+(r){len($2)=2},1
(m) 位 学生 家长 (r){len($2)=2},1
(u)+(a){len($1)=1},1
(u) (a){len($1)=1},1
是+(n)+留下{count<631},1
是 (n) 留下{count<631},1
人+(a)+啊{len($1)!=3},1
人 (a) 啊{len($1)!=3},1
(m)+义务{len($1)=1},1
(m) 义务{len($1)=1},1
市委+(r)+干部{count<519},1
市委 (r) 干部{count<519},1
大众+(n)+启动{end($1)!=[口+某+赶]},1
大众 (n) 启动{end($1)!=[口+某+赶]},1
单位+(w)+国家{count>4},1
单位 (w) 国家{count>4},1
补充+(v)+。{len($1)=1},1
补充 (v) 。{len($1)=1},1
供给+(vn)+注重{len($1)!=2},1
供给 (vn) 注重{len($1)!=2},1
仪式+(v){end($1)!=[哼+脸+吴]},1
仪式 (v){end($1)!=[哼+脸+吴]},1
(vn)+人员{count<339},1
(vn) 人员{count<339},1
(n)+(w){len($1)=2},1
(n) (w){len($1)=2},1
行政+(n)+挂牌{count<217},1
行政 (n) 挂牌{count<217},1
中心+(w){count>5},1
中心 (w){count>5},1
安全+(v)+泰山{end($1)=[于+轻]},1
安全 (v) 泰山{end($1)=[于 轻]},1
在+(s)+。{count>4},1
在 (s) 。{count>4},1
归来+(w){count>7},1
归来 (w){count>7},1
中国+(v)+法国{count<648},1
中国 (v) 法国{count<648},1
责任+(w)+是{count<337},1
责任 (w) 是{count<337},1
白+(v)+下来{len($1)!=2},1
白 (v) 下来{len($1)!=2},1
说+(w){count>7},1
说 (w){count>7},1
保护+(d)+是{count>9},1
保护 (d) 是{count>9},1
(r)+，{len($1)>1},1
(r) ，{len($1)>1},1
月数+(n){count>10},1
月数 (n){count>10},1
两+(n)+还{count>2},1
两 (n) 还{count>2},1
(c)+，{len($1)<5},1
(c) ，{len($1)<5},1
三方+(d)+受益{count<167},1
三方 (d) 受益{count<167},1
铁+(n)+边关{begin($1)!=[理+当+屁]},1
铁 (n) 边关{begin($1)!=[理 当 屁]},1
北京+(n)+大学{count>3},1
北京 (n) 大学{count>3},1
出+(v){count>4},1
(v)+中产{len($1)=2},1
(v) 中产{len($1)=2},1
(n)+(n){begin($1)!=[冰+喂+烟]},1
(n) (n){begin($1)!=[冰 喂 烟]},1
清理+(v){end($1)!=[米+提+嘿+来]},1
清理 (v){end($1)!=[米 提 嘿 来]},1
完善+(w){count<820},1
完善 (w){count<820},1
创新+(v)+生机{len($1)>1},1
创新 (v) 生机{len($1)>1},1
了+(n)+。{len($1)=2},1
了 (n) 。{len($1)=2},1
农家+(vn){count<225},1
农家 (vn){count<225},1
(m)+高校{count<657},1
(m) 高校{count<657},1
意味着+(vn)+成本{begin($1)!=[前+下+意+鱼]},1
的+(n)+茅圈{len($1)!=2},1
秦春华+(v)+。{len($1)!=2},1
安徽+(ns)+王旭东{begin($1)!=[退+打+喜+占]},1
(nr)+(v){len($1)>1; len($2)>1},1
(a)+(u){end($1)!=[已+呃+带+往]},1
(v)+生态+(n){len($1)=2; len($2)=2},1
(v) 生态 (n){len($1)=2; len($2)=2},1
迎接+(n)+的{end($1)=[平+通+忍+没]},1
迎接 (n) 的{end($1)=[平 通 忍 没]},1
展+(n)+要{end($1)!=[心+体]},1
展 (n) 要{end($1)!=[心 体]},1
重要+(u)+审判长{len($1)!=2},1
重要 (u) 审判长{len($1)!=2},1
(v)+缅北+(n){begin($1)=[核+瓶]},1
(v) 缅北 (n){begin($1)=[核 瓶]},1
中共+(ns)+省委{end($1)!=[病+严+味+困]},1
中共 (ns) 省委{end($1)!=[病 严 味 困]},1
，+(v)+授人以渔{count>2},1
， (v) 授人以渔{count>2},1
古老+(n)+的{len($1)=2},1
古老 (n) 的{len($1)=2},1
(n)+廖昌永{begin($1)!=[大+运+兴]},1
(n) 廖昌永{begin($1)!=[大 运 兴]},1
(u)+(n){len($1)=1; len($2)!=3},1
(u) (n){len($1)=1; len($2)!=3},1
当+(vn)+政策{len($1)!=3},1
当 (vn) 政策{len($1)!=3},1
内修+(n)+办{count>5},1
内修 (n) 办{count>5},1
我+(d)+喜欢{len($1)<3},1
我 (d) 喜欢{len($1)<3},1
死功夫+(w)+就是{count<153},1
死功夫 (w) 就是{count<153},1
(t)+(c){len($1)!=3; len($2)!=2},1
(t) (c){len($1)!=3; len($2)!=2},1
(n)+好+搬+，+难点+(v){end($1)=[构+则+同]},1
(n) 好 搬 ， 难点 (v){end($1)=[构+则+同]},1
美+(vn)+如{count<282},1
美 (vn) 如{count<282},1
这个+(n)+！{len($1)=2},1
这个 (n) ！{len($1)=2},1
(n)+婚约(n)*w{len($1)=2},1
赤道几内亚+(vx)+正式{begin($1)=[进+程]},1
赤道几内亚 (vx) 正式{begin($1)=[进 程]},1
二十七+(v)+公众{end($1)!=[玩+批+时]},1
二十七 (v) 公众{end($1)!=[玩 批 时]},1
三西+(v)+攻坚{count>4},1
三西 (v) 攻坚{count>4},1
人+(w){count>10},1
人 (w){count>10},1
埃及+(n){count<955},1
埃及 (n){count<955},1
(n)+建设+(u){count<716},1
(n) 建设 (u){count<716},1
，+(d)+难{count>7},1
（*一遍w{len($1)=2},1
(n)+(n){count>9},1
(n) (n){count>9},1
总统+(nr)+会见{len($1)>2},1
总统 (nr) 会见{len($1)>2},1
走进+(ns)+中国画{count<606},1
走进 (ns) 中国画{count<606},1
(n)+上+村支部+书记+(nr){end($1)!=[望+体+如]},1
(n) 上 村支部 书记 (nr){end($1)!=[望 体 如]},1
(w)+西+出+阳关+古人+多+(w){$1!=$2},1
(w) 西 出 阳关 古人 多 (w){$1!=$2},1
(v)才能+(？){len($1)!=2},1
(v) ？{len($1)!=2},1
工作+(v)+适应{count<879},1
工作 (v) 适应{count<879},1
为+(r)+官兵{count>8},1
为 (r) 官兵{count>8},1
其实+(d)+舍近求远{count>10},1
其实 (d) 舍近求远{count>10},1
(n)不愧是(n){$1=$2},1
b 中的 b {$1 = $2},1
(d) 中的 (d) {$1 = $2},1
国家 +(an) + 的 {count > 3},1
国家 (an) 的 {count > 3},1
(n) + (v) {len($2) < 3},1
(n) (v) {len($2) < 3},1
河北 +(nr) + 孔 {end($1) = [丘 + 由]},1
河北 (nr) 孔 {end($1) = [丘 由]},1
也 +(d) + 砍 {count > 7},1
也 (d) 砍 {count > 7},1
(n) + 不足 + ， + (v) {len($1) > 1; len($2) = 2},1
(n) 不足 ， (v) {len($1) > 1; len($2) = 2},1
(n) + (a) {end($1) != [刚 + 角 + 分 + 业]},1
(v) 的 太 (v) {$1 = $2},1
(v) 也 白 (v) {$1 = $2},1
采购 +(a) {len($1) < 3},1
采购 (a) {len($1) < 3},1
(n) + (a) {len($1) > 1},1
(n) (a) {len($1) > 1},1
， +(d) + 解 {len($1) != 2},1
， (d) 解 {len($1) != 2},1
经验 +(w) {count < 474},1
经验 (w) {count < 474},1
政策 +(v) + 不足 {end($1) != [凯 + 可]},1
政策 (v) 不足 {end($1) != [凯 可]},1
(v) 都 (v) 了 {$1 = $2},1
(v) 人 {len($1) = 2},1
(v) 还 得 (v) {count > 8},1
(ns) 铁路 {len($1) < 6},1
(ns) 看病 . (n) {begin($1) != [烧 + 除 + 东 + 传]},1
(j) 目标 {len($1) < 3},1
(v)+瘦身{len($1)>1},1
v了 n (m){$1=[m];len($1)>1},1
(v)+(i){end($1)=[v+开+走]; len($2)=4},1
(v) (i){end($1)=[v 开 走]; len($2)=4},1
水+(n)+的{len($1)>1},1
水 (n) 的{len($1)>1},1
文字+(w){count>5},1
文字 (w){count>5},1
(v)+出新+(n){len($2)<3},1
v出新 (n){len($2)<3},1
(u)+实力+(d){len($1)!=2; len($2)!=3},1
(u) 实力 (d){len($1)!=2; len($2)!=3},1
在+(w)+故乡{count<963},1
在 (w) 故乡{count<963},1
为何+(v)+立军{len($1)!=2},1
为何 (v) 立军{len($1)!=2},1
(m)+不断+(v){begin($1)!=[觉+元+勇+命]},1
(m) 不断 (v){begin($1)!=[觉 元 勇 命]},1
不久前+(w)+行{count<260},1
不久前 (w) 行{count<260},1
(n)+(w){end($1)=[器+更+杰+彩]},1
(n) (w){end($1)=[器 更 杰 彩]},1
(d)+不+吃+，+(r){$1=$2},1
(d) 不 吃 ， (r){$1=$2},1
历史+(n)+。{len($1)=2},1
历史 (n) 。{len($1)=2},1
(nr)+要{end($1)=[绮+水+球+人]},1
(nr) 要{end($1)=[绮 水 球 人]},1
(nr)+说+(w){end($1)!=[道+针+雨+前]},1
(nr) 说 (w){end($1)!=[道 针 雨 前]},1
流行+(n)+瓦斯{len($1)!=3},1
流行 (n) 瓦斯{len($1)!=3},1
(v) 也(v)不.{$1=$2},1
(v) 得好极了{len($1)>1},1
(d)+是+杞人忧天+(w){end($1)=[不+翻+晒+凯]},1
(d) 是 杞人忧天 (w){end($1)=[不 翻 晒 凯]},1
吉林+(v)+群众{len($1)!=2},1
吉林 (v) 群众{len($1)!=2},1
(nr)+及{count>10},1
(nr) 及{count>10},1
(t)+是+我们+结婚+(m){$1=$2},1
(t) 是 我们 结婚 (m){$1=$2},1
疫苗+(w){count>6},1
疫苗 (w){count>6},1
后+(d)+将{len($1)!=2},1
后 (d) 将{len($1)!=2},1
(v)+》+是+什么+(w){end($1)!=[闷+小+恶]},1
(v) 》 是 什么 (w){end($1)!=[闷 小 恶]},1
(n)+(v){len($1)>2; len($2)>2},1
(n) (v){len($1)>2; len($2)>2},1
跟随+(u)+战士{count>10},1
跟随 (u) 战士{count>10},1
明确+(n)+环节{len($1)=2},1
明确 (n) 环节{len($1)=2},1
意见+(w){count>8},1
意见 (w){count>8},1
(l)+向+(nr){end($1)=[心+追+难]},1
(l) 向 (nr){end($1)=[心 追 难]},1
增加值+(v)+反弹{end($1)=[速+喜+否]},1
增加值 (v) 反弹{end($1)=[速 喜 否]},1
(a)+(u){begin($1)!=[聊+停+体]},1
(a) (u){begin($1)!=[聊 停 体]},1
必以身后之+(w){count<344},1
必以身后之 (w){count<344},1
的+(n)+应{count<957},1
的 (n) 应{count<957},1
新+(n){count>6},1
新 (n){count>6},1
(n)+高原{begin($1)=[雪+总+载]},1
(n) 高原{begin($1)=[雪 总 载]},1
(n)+(n){end($1)=[n+精]; len($2)=2},1
(n) (n){end($1)=[n 精]; len($2)=2},1
(d)+回头{len($1)=1},1
(d) 回头{len($1)=1},1
(v)+你们+一起+的+医生+，+(r){len($1)!=2; len($2)!=2},1
(v) 你们 一起 的 医生 ， (r){len($1)!=2; len($2)!=2},1
(n)+(v){len($1)!=4; len($2)!=3},1
(n) (v){len($1)!=4; len($2)!=3},1
(ns)+三千{len($1)=2},1
(ns) 三千{len($1)=2},1
种草+(n)+，{count>4},1
种草 (n) ，{count>4},1
落实+(w){count>2},1
落实 (w){count>2},1
介入+(y)+？{len($1)!=2},1
介入 (y) ？{len($1)!=2},1
大使+(nr){len($1)!=3},1
大使 (nr){len($1)!=3},1
会+(d)+会{count<786},1
会 (d) 会{count<786},1
绿色+(v)+的{count>6},1
绿色 (v) 的{count>6},1
(d)+要{begin($1)!=[醒+角]},1
(d) 要{begin($1)!=[醒 角]},1
(n)+(v){len($2)>1},1
(n) (v){len($2)>1},1
(r)+(n){len($1)!=2; len($2)!=2},1
(r) (n){len($1)!=2; len($2)!=2},1
生意+(w){count<686},1
生意 (w){count<686},1
(an)+(v){len($1)=2; len($2)=1},1
(an) (v){len($1)=2; len($2)=1},1
还有+(a)+的{count<290},1
还有 (a) 的{count<290},1
汪洋+(v)+韩国{len($1)=2},1
汪洋 (v) 韩国{len($1)=2},1
发布+(n)+产业{end($1)=[机+木+查]},1
发布 (n) 产业{end($1)=[机 木 查]},1
(v)+多少+心碎+的+眼泪+(w){len($1)!=3},1
(v) 多少 心碎 的 眼泪 (w){len($1)!=3},1
看+(w){count>8},1
看 (w){count>8},1
如何+(v)+？{len($1)=2},1
如何 (v) ？{len($1)=2},1
你们+(v)+好{len($1)!=2},1
你们 (v) 好{len($1)!=2},1
(v)+(r){end($2)!=[休+之+重]},1
(v) (r){end($2)!=[休+之+重]},1
了+(n)+。{count>6},1
了 (n) 。{count>6},1
德行+(n)+。{len($1)<3},1
德行 (n) 。{len($1)<3},1
咋办+(w){count<527},1
咋办 (w){count<527},1
党委+(n)+、{len($1)!=3},1
党委 (n) 、{len($1)!=3},1
十分+(a)+。{begin($1)!=[后+电]},1
十分 (a) 。{begin($1)!=[后 电]},1
开放+(vn)+环境{begin($1)=[合+有]},1
开放 (vn) 环境{begin($1)=[合 有]},1
../v了 n (m){$1=[n]},1
(n)+、+(n){len($2)!=3},1
(n) 、 (n){len($2)!=3},1
全+(v)+热情{len($1)!=2},1
全 (v) 热情{len($1)!=2},1
补钙+(w){count>10},1
补钙 (w){count>10},1
正在+(v)+播种机{len($1)!=3},1
正在 (v) 播种机{len($1)!=3},1
,+(v)+大事{end($1)=[好+语]},1
, (v) 大事{end($1)=[好 语]},1
显+(w)+点球{count<341},1
