query,times
v病了--是病了,1
v变形了--要变形了,1
v残了--要残了,1
v残废了--要残废了,1
v岔气了--到岔气了,1
v沉了--要沉了,1
v成熟了--变成熟了,1
v抽了--开始抽了,1
v穿了--是穿了,1
v倒了--是倒了,1
v丢了--是丢了,1
v到手了--可以到手了,1
有被..到--没有被..到,1
有被.到--没有被.到,1
有@到w--有没有到,1
来^^w[s+t],1
有v--没有,1
人精--害人精,1
在^^在/p,1
v进--请进,1
n也不吃--连,1
v了个--个人,1
我们说--[向 对 跟]我们说,1
我们说--[向+对+跟]我们说,1
所以说--所以说[到 得],1
所以说--所以说[到+得],1
李宇春^^男,1
[。+，“+‘]我说，--[。+，“+‘]我说，“,1
红^^红,1
不仅仅^^还,1
相似^^相似之处,1
在n吗^^办公室,1
v自[n+f+nr+ns+nt+s+r+nz]--是自,1
很--得很,1
v自[n+f+nr+ns+nt+s+r]--是自,1
几乎v--几乎没,1
给/p--给力,1
对/p--面对,1
好不+a--好不好,1
v到[n+f+nr+ns+nt+s+r]^^带到,1
出姓	--出姓名,1
出名--[字+姓],1
m头--一下头,1
m肚子--一下,1
要不--要不要,1
怪a的--怪怪的,1
从N+V^^从N出发,1
好不--好不好,1
[n+nr]+v+给+[n+nr]+n--[n nr] n v,1
[n+nr+r]++v给了+[n+nr+r]++n--把 [n nr r],1
出了在^^,1
夫人--撒切尔,1
还好说^^n还好说,1
背影^^吗,1
好不--好不了,1
句骂--句骂人,1
句叮咛--叮咛的话,1
句解释--解释的话,1
句肯定--肯定的,1
句否定--否定的,1
句反对--反对的,1
句劝--劝告,1
句批评--批评的,1
句责备--责备的话,1
句道歉--一句道歉的话,1
句夸奖--夸奖的话,1
句赞扬--赞扬的话,1
句讽刺--讽刺话,1
句招呼--招呼的话,1
城南旧事^^就,1
v过来--会过来,1
v过n--没v过,1
白v--白切,1
住酒店--入住酒店,1
v在s--[v在一起+是在s+会在s+要在s+可以在s+只能在s+能在s+让在s],1
我想^^，我想,1
我看^^，我看,1
糊里糊涂--小说,1
老实说--你老实说,1
确切说--确切说明,1
具体说^^具体说明,1
具体说--具体说明,1
少说^^话少说,1
少说^^闲话少说,1
少说^^废话少说,1
少说--废话少说,1
一般来说--w一般来说w,1
不得不说^^我不得不说,1
不得不说--我不得不说,1
不用说^^w不用说w,1
不用说--w不用说w,1
不能不说^^我不能不说,1
不能不说--我不能不说,1
不妨说^^我们,1
通常说^^人们通常说,1
通常说^^我们通常说,1
通常说--我们通常说,1
不用讲^^w不用讲,1
不用讲--w不用讲,1
根本上讲--从根本上讲,1
根本上讲^^从根本上讲,1
也就是说^^w也就是说,1
w应该说--应该说“,1
换句话说--w换句话说,1
w应当说--应当说明,1
w应当说^^应当说明,1
反过来说^^反过来说w,1
要我说^^要我说什么,1
要我说--要我说什么,1
举例说^^举例说明,1
举例说--w举例,1
举例说^^w举例说,1
不如说^^w不如说,1
不如说--w不如说,1
不妨说^^我们不妨说,1
不妨说--w不妨说,1
不妨说^^w不妨说,1
可以讲^^w可以讲,1
可以讲--w可以讲,1
总体上说^^从总体上说,1
总体上说--从总体上说,1
总体上讲--从总体上讲,1
总体上讲^^从总体上讲,1
理论上讲^^从理论上讲,1
理论上讲--从理论上讲,1
理论上说^^从理论上说,1
理论上说--从理论上说,1
如此说^^w如此说,1
如此说--w如此说,1
w这样说^^这样说来,1
这样说--w这样说w,1
那么说^^w那么说,1
哦！--哇哦,1
那么说--w那么说,1
这么说^^w这么说,1
这么说--w这么说,1
这么讲^^w这么讲,1
说真的^^w说真的,1
说真的--w说真的,1
说实话^^w说实话,1
说实话--w说实话,1
说老实话^^w说老实话,1
说老实话--w说老实话,1
说心里话^^w说心里话,1
说心里话--w说心里话,1
说句公道话^^w说句公道话,1
说句公道话--w说句公道话,1
说真心话^^w说真心话,1
说真心话--w说真心话,1
告诉你^^w告诉你w,1
告诉你--w告诉你w,1
告诉你们^^w告诉你们w,1
告诉你们--w告诉你们w,1
讲实话^^w讲实话,1
讲实话--w讲实话,1
睡+n[f+s]--睡一起,1
流/v+在+s--流在一起,1
不但^^而且,1
俩--技俩,1
看N--看吓一跳,1
可能/v--可能的,1
n机--手机,1
俩--r俩,1
可见^^可见，,1
n员--员工,1
v员--员工,1
a员--员工,1
n书--书店,1
a书--书店,1
v书--书店,1
n校--校园,1
a校--校园,1
v校--校园,1
几--几乎,1
哪--哪里,1
n不小^^不大,1
那又怎么样^^那又怎么样,1
N客--N客人,1
上n--以上,1
a客--a客人,1
下降--向下,1
俩^^俩n,1
n器--n器件,1
vn器--vn器材,1
v器--v器件,1
n人--n人员,1
n饭店--饭店＂--,1
n超市--主题超市,1
要说--w要说,1
要说^^w要说,1
头--低头,1
根本上说^^从根本上说,1
根本上说--从根本上说,1
应该说^^r应该说,1
应该说--w应该说,1
应该说^^w应该说,1
v下--v[下去 下来],1
云--云云,1
v.得比--比较,1
可*了呢--可以,1
还+./v+w--还说,1
跑n--跑v,1
减少--。,1
薄/a.--薄弱,1
话说--的话说,1
话说--俗话说,1
控--[控制+监控+调控+指控+控股],1
你一个n--你一个月,1
一个n^^他一个n,1
一个n^^他们一个n,1
一个n^^她们一个n,1
你一个..，--你一个n,1
你一个...，--你一个n,1
你一个....，--你一个n,1
你一个.....，--你一个n,1
你一个......，--你一个n,1
你一个.......，--你一个n,1
你一个*，--你一个n，,1
你一个*。--你一个n。,1
你一个*！--你一个n！,1
你一个*？--你一个n？,1
你一个*；--你一个n；,1
他一个*，--他一个n,1
他一个*。--他一个n,1
他一个*？--他一个n,1
他一个*；--他一个n,1
他一个*！--他一个n,1
她一个*，--她一个n,1
她一个*。--她一个n,1
她一个*！--她一个n,1
她一个*？--她一个n,1
她一个*；--她一个n,1
你们一个*；--你们一个n,1
您一个*；--您一个n,1
她们一个*，--她们一个n,1
她们一个*。--她们一个n,1
我一个*；--我一个n,1
我一个*，--我一个n,1
我一个*！--我一个n,1
我一个*？--我一个n,1
我一个*。--我一个n,1
我们一个*，--我们一个n,1
我们一个*。--我们一个n,1
我们一个*！--我们一个n,1
我们一个*？--我们一个n,1
咱们一个*，--咱们一个n,1
咱们一个*；--咱们一个n,1
咱一个*，--咱一个n,1
咱一个*。--咱一个n,1
咱一个*？--咱一个n,1
你一个*，--你一个n,1
你一个*。--你一个n,1
你一个*！--你一个n,1
你一个*？--你一个n,1
经验--新鲜经验,1
称--称为,1
张/v--张狂,1
v称--可以称,1
记忆--记忆力,1
倒--倒下,1
(v)他(a){len($1)=1}--是他--让他,1
(v)他a{len($1)=1}--是他,1
v他个--个人,1
关+u--相关的,1
进--进一步,1
体育^^比赛,1
v+不v^^v不v,1
很+N--很不,1
瞪过++++--瞪过去,1
很小*会--一,1
洗澡^^洗～澡,1
只要^^就,1
必然.*。,1
冰柜^^冰箱,1
n+n+n--——,1
a死--好,1
v死--要,1
抹/v--抹茶,1
虽然^^但是,1
谁知^^不要紧,1
据^^看来,1
尖锐的^^尖锐的+++刀,1
哈--哈哈,1
本来v--本来就是,1
呢？--什么,1
吃..饭^^吃一顿饭,1
因为.*所以,1
斯里兰卡^^茶,1
锡兰^^茶,1
一对n--a,1
回忆^^回忆杀,1
嘛--喇嘛,1
V美女，--是美女,1
还好--还好w,1
v*爱好--爱好和平,1
很n--很high,1
a+爱好/n--爱好和平,1
a+的+爱好/n--爱好和平,1
a*爱好/n--爱好和平,1
n+的+爱好/n--爱好和平,1
n+爱好/n--爱好和平,1
v+爱好/n--爱好和平,1
v*爱好/n--爱好和平,1
v得v^^感觉得到,1
惨了--太惨了,1
吓死--吓死我了,1
