query,times
w实.虚[q+r+d+c+v+a++n+m++p]w,5
w始.终[q+r+d+c+v+a++n+m++p]w,5
w是.非[q+r+d+c+v+a++n+m++p]w,5
w收.放[q+r+d+c+v+a++n+m++p]w,5
w首.末[q+r+d+c+v+a++n+m++p]w,5
w首.尾[q+r+d+c+v+a++n+m++p]w,5
w瘦.胖[q+r+d+c+v+a++n+m++p]w,5
w输.赢[q+r+d+c+v+a++n+m++p]w,5
w熟.生[q+r+d+c+v+a++n+m++p]w,5
w竖.横[q+r+d+c+v+a++n+m++p]w,5
w衰.盛[q+r+d+c+v+a++n+m++p]w,5
w双.单[q+r+d+c+v+a++n+m++p]w,5
w顺.逆[q+r+d+c+v+a++n+m++p]w,5
w死.活[q+r+d+c+v+a++n+m++p]w,5
w死.生[q+r+d+c+v+a++n+m++p]w,5
w松.紧[q+r+d+c+v+a++n+m++p]w,5
w送.迎[q+r+d+c+v+a++n+m++p]w,5
w俗.雅[q+r+d+c+v+a++n+m++p]w,5
w天.地[q+r+d+c+v+a++n+m++p]w,5
w甜.苦[q+r+d+c+v+a++n+m++p]w,5
w同.异[q+r+d+c+v+a++n+m++p]w,5
[四+五+六+七+八+九+十]点起床,5
v自己的n[，+。],5
[，+。]n一q[，+。],5
有点a[，+。],5
这种n[，+。],5
真的a[，+。],5
什么n[，+。],5
有些n[，+。],5
按期a[，+。],5
按期n[，+。],5
成心v[，+。],5
乘机a[，+。],5
乘机v+u[，+。],5
赶紧v+y[，+。],5
胡乱n[，+。],5
胡乱v+a[，+。],5
互相n[，+。],5
缓缓a[，+。],5
缓缓v+a[，+。],5
缓缓v+u[，+。],5
活该a[，+。],5
临床v+y[，+。],5
全力n[，+。],5
v了一n[，+。],5
v这么a[，+。],5
V在[n+f+nr+ns+nt+s+r],5
[v+a+n]+苦/a+,5
v+[一+两+三+几]+手。,4
成功*[地位+身价+身分+高位+上位+青云+要职+职位+位置],4
成功*[稳定+安全感+舒服+平稳+按部就班+安定],4
成功*[认同+认可+尊重+爱戴+表彰+赞誉+肯定],4
成功*[名声+名气+声名+名誉+名声++名望+盛名+大名+美名],4
成功*[盛誉+声誉+信誉+声望+美誉],4
过了[过+一过],4
上了[上+一上],4
[没+没有]开开,4
把*上了[上+一上],4
把*开了[开+一开],4
[，+。+？+！]原因,4
[，+。+？+！]理由,4
v精[，+。],4
v在+n[ns+f+s],4
[，+。]d+v+y++[，+。],4
[，+。]d+a+[，+。],4
[，+。]d+a+u+[，+。],4
[，+。]d+a+y+[，+。],4
[，+。]d+d+v+[，+。],4
[，+。]d+d+a+[，+。],4
[，+。]d+d+r+[，+。],4
[，+。]+d+r+n+[，+。],4
[，+。]d+r+v+[，+。],4
[，+。]d+r+a+[，+。],4
[，+。]d+d+m+[，+。],4
[，+。]d+d+p+[，+。],4
[，+。]d+d+y+[，+。],4
[，+。]d+p+n+[，+。],4
[，+。]d+p+v+[，+。],4
[，+。]d+p+a+[，+。],4
[，+。]d+p+m+[，+。],4
[，+。]d+p+r[，+。],4
[，+。]d+c+v+[，+。],4
[，+。]d+c+r+[，+。],4
[，+。]d+u+v+[，+。],4
[，+。]d+u+a+[，+。],4
[，+。]d+y+[，+。],4
[，+。]p+n[，+。],4
[，+。]p+n+v[，+。],4
[，+。]p+n+a[，+。],4
[，+。]p+n+u[，+。],4
[，+。]p+n+y[，+。],4
[，+。]p+v+[，+。],4
[，+。]p+v+n+[，+。],4
[，+。]p+m+n+[，+。],4
[，+。]p+m+v+[，+。],4
[，+。]p+q+n++[，+。],4
[，+。]p+r++[，+。],4
[，+。]p+r+n+[，+。],4
[，+。]p+r+v+[，+。],4
[，+。]p+r+a+[，+。],4
[，+。]p+r+m+[，+。],4
[，+。]p+r+r+[，+。],4
[，+。]p+r+d+[，+。],4
[，+。]p+r+t+[，+。],4
[，+。]p+r+y+[，+。],4
[，+。]p+u+n+[，+。],4
[，+。]c+n+[，+。],4
[，+。]c+n+v+[，+。],4
[，+。]c+n+a+[，+。],4
[，+。]c+n+r+[，+。],4
[，+。]c+n+d+[，+。],4
[，+。]c+n+p+[，+。],4
[，+。]c+n+y+[，+。],4
[，+。]c+v+[，+。],4
[，+。]c+v+n+[，+。],4
[，+。]c+v+v+[，+。],4
[，+。]c+v+a+[，+。],4
[，+。]c+v+m+[，+。],4
[，+。]c+v+r+[，+。],4
[，+。]c+v+y+[，+。],4
[，+。]c+a+[，+。],4
[，+。]c+a+n+[，+。],4
[，+。]c+a+v+[，+。],4
[，+。]c+a+a+[，+。],4
[，+。]c+a+m+[，+。],4
[，+。]c+a+u+[，+。],4
[，+。]c+a+y+[，+。],4
[，+。]c+m+[，+。],4
[，+。]c+m+n+[，+。],4
[，+。]c+m+a+[，+。],4
[，+。]c+m+m+[，+。],4
[，+。]c+m+q+[，+。],4
[，+。]c+q+n+[，+。],4
[，+。]c+c+v+[，+。],4
[，+。]c+c+r+[，+。],4
[，+。]c+y+[，+。],4
[，+。][你+我+他++]v[你+我+他+],4
[你们+我们+他们]v[你+我+他+],4
[你+我+他]v[你们+我们+他们+],4
r+v啥[，+。],4
v+r+v啥[，+。],4
r+d+v啥[，+。],4
想v+啥+d+v啥[，+。],4
把r+v+a[，+。],4
[，+。]p+r+f+[，+。],4
[，+。]p+n+f+[，+。],4
[，+。]+v+p+r+f+[，+。],4
[，+。]+v+p+n+f+[，+。],4
被r+v+u[，+。],4
被r+v+v[，+。],4
被r+v+m[，+。],4
被r+v+y[，+。],4
别v+r[，+。],4
别v+n[，+。],4
别v+v[，+。],4
别v+a[，+。],4
别v+u[，+。],4
别v+u+y[，+。],4
别a+v[，+。],4
别a+a[，+。],4
别a+m[，+。],4
别a+u[，+。],4
别a+y[，+。],4
[，+。]m+n[，+。],4
[，+。]m+q+n[，+。],4
[，+。]m+q+v[，+。],4
[，+。]m+q+a[，+。],4
d能v+a[，+。],4
d能v+v[，+。],4
d能v+n[，+。],4
d能v+m[，+。],4
d能v+r[，+。],4
d能v+u[，+。],4
d能v+y[，+。],4
d能a[，+。],4
d能a+n[，+。],4
d能a+v[，+。],4
d能a+a[，+。],4
d能a+u[，+。],4
d能a+y[，+。],4
是v不a的[，+。],4
是...的[，+。],4
是i的[，+。],4
是l的[，+。],4
频频v+n[，+。],4
是v的[，+。],4
是n的[，+。],4
是d的[，+。],4
[，+。]d+m+q[，+。],4
[，+。]a+m+q[，+。],4
r+v了[，+。],4
一处n[，+。],4
一处a+n[，+。],4
w[q+r+d+c+v+a++n+m++p]矮.高w,4
w[q+r+d+c+v+a++n+m++p]爱.恨w,4
w[q+r+d+c+v+a++n+m++p]暗.明w,4
w[q+r+d+c+v+a++n+m++p]白.黑w,4
w[q+r+d+c+v+a++n+m++p]败.胜w,4
w[q+r+d+c+v+a++n+m++p]薄.厚w,4
w[q+r+d+c+v+a++n+m++p]饱.饥w,4
w[q+r+d+c+v+a++n+m++p]北.南w,4
w[q+r+d+c+v+a++n+m++p]彼.此w,4
w[q+r+d+c+v+a++n+m++p]藏.露w,4
w[q+r+d+c+v+a++n+m++p]朝.暮w,4
w[q+r+d+c+v+a++n+m++p]沉.浮w,4
w[q+r+d+c+v+a++n+m++p]丑.美w,4
w[q+r+d+c+v+a++n+m++p]出.进w,4
w[q+r+d+c+v+a++n+m++p]出.入w,4
w[q+r+d+c+v+a++n+m++p]雌.雄w,4
w[q+r+d+c+v+a++n+m++p]此.彼w,4
w[q+r+d+c+v+a++n+m++p]粗.细w,4
w[q+r+d+c+v+a++n+m++p]存.亡w,4
w[q+r+d+c+v+a++n+m++p]错.对w,4
w[q+r+d+c+v+a++n+m++p]答.问w,4
w[q+r+d+c+v+a++n+m++p]歹.好w,4
w[q+r+d+c+v+a++n+m++p]单.双w,4
w[q+r+d+c+v+a++n+m++p]淡.浓w,4
w[q+r+d+c+v+a++n+m++p]得.失w,4
w[q+r+d+c+v+a++n+m++p]低.高w,4
w[q+r+d+c+v+a++n+m++p]敌.我w,4
w[q+r+d+c+v+a++n+m++p]敌.友w,4
w[q+r+d+c+v+a++n+m++p]东.西w,4
w[q+r+d+c+v+a++n+m++p]动.静w,4
w[q+r+d+c+v+a++n+m++p]短.长w,4
w[q+r+d+c+v+a++n+m++p]内.外w,4
w[q+r+d+c+v+a++n+m++p]优.劣w,4
w[q+r+d+c+v+a++n+m++p]早.晚w,4
w[q+r+d+c+v+a++n+m++p]香.臭w,4
w[q+r+d+c+v+a++n+m++p]利.害w,4
w[q+r+d+c+v+a++n+m++p]利.弊w,4
w[q+r+d+c+v+a++n+m++p]公.私w,4
w[q+r+d+c+v+a++n+m++p]攻.守w,4
w[q+r+d+c+v+a++n+m++p]张.弛w,4
w[q+r+d+c+v+a++n+m++p]稀.稠w,4
w[q+r+d+c+v+a++n+m++p]兴.废w,4
w[q+r+d+c+v+a++n+m++p]呼.吸w,4
w[q+r+d+c+v+a++n+m++p]宽.严w,4
w[q+r+d+c+v+a++n+m++p]宽.窄w,4
w[q+r+d+c+v+a++n+m++p]抑.扬w,4
w[q+r+d+c+v+a++n+m++p]仇.恩w,4
w[q+r+d+c+v+a++n+m++p]推.拉w,4
w[q+r+d+c+v+a++n+m++p]仰.俯w,4
w[q+r+d+c+v+a++n+m++p]战.和w,4
w[q+r+d+c+v+a++n+m++p]褒.贬w,4
w[q+r+d+c+v+a++n+m++p]起.落w,4
w[q+r+d+c+v+a++n+m++p]勤.懒w,4
w[q+r+d+c+v+a++n+m++p]方.圆w,4
w[q+r+d+c+v+a++n+m++p]增.减w,4
w[q+r+d+c+v+a++n+m++p]背.向w,4
w[q+r+d+c+v+a++n+m++p]繁.简w,4
w[q+r+d+c+v+a++n+m++p]刚.柔w,4
w[q+r+d+c+v+a++n+m++p]赏.罚w,4
w[q+r+d+c+v+a++n+m++p]祸.福w,4
w[q+r+d+c+v+a++n+m++p]密.疏w,4
w[q+r+d+c+v+a++n+m++p]幼.老w,4
w[q+r+d+c+v+a++n+m++p]学.教w,4
w[q+r+d+c+v+a++n+m++p]治.乱w,4
w[q+r+d+c+v+a++n+m++p]夕.朝w,4
w[q+r+d+c+v+a++n+m++p]福.祸w,4
w[q+r+d+c+v+a++n+m++p]谐.庄w,4
w[q+r+d+c+v+a++n+m++p]安.危w,4
w[q+r+d+c+v+a++n+m++p]清.浊w,4
w[q+r+d+c+v+a++n+m++p]贵.贱w,4
w[q+r+d+c+v+a++n+m++p]外.内w,4
w[q+r+d+c+v+a++n+m++p]劣.优w,4
w[q+r+d+c+v+a++n+m++p]晚.早w,4
w[q+r+d+c+v+a++n+m++p]臭.香w,4
w[q+r+d+c+v+a++n+m++p]害.利w,4
w[q+r+d+c+v+a++n+m++p]弊.利w,4
w[q+r+d+c+v+a++n+m++p]私.公w,4
w[q+r+d+c+v+a++n+m++p]守.攻w,4
w[q+r+d+c+v+a++n+m++p]弛.张w,4
w[q+r+d+c+v+a++n+m++p]稠.稀w,4
w[q+r+d+c+v+a++n+m++p]废.兴w,4
w[q+r+d+c+v+a++n+m++p]吸.呼w,4
w[q+r+d+c+v+a++n+m++p]严.宽w,4
w[q+r+d+c+v+a++n+m++p]窄.宽w,4
w[q+r+d+c+v+a++n+m++p]扬.抑w,4
w[q+r+d+c+v+a++n+m++p]恩.仇w,4
w[q+r+d+c+v+a++n+m++p]拉.推w,4
w[q+r+d+c+v+a++n+m++p]俯.仰w,4
w[q+r+d+c+v+a++n+m++p]贬.褒w,4
w[q+r+d+c+v+a++n+m++p]落.起w,4
w[q+r+d+c+v+a++n+m++p]懒.勤w,4
w[q+r+d+c+v+a++n+m++p]圆.方w,4
w[q+r+d+c+v+a++n+m++p]减.增w,4
w[q+r+d+c+v+a++n+m++p]向.背w,4
w[q+r+d+c+v+a++n+m++p]简.繁w,4
w[q+r+d+c+v+a++n+m++p]柔.刚w,4
w[q+r+d+c+v+a++n+m++p]罚.赏w,4
w[q+r+d+c+v+a++n+m++p]疏.密w,4
w[q+r+d+c+v+a++n+m++p]老.幼w,4
w[q+r+d+c+v+a++n+m++p]教.学w,4
w[q+r+d+c+v+a++n+m++p]乱.治w,4
w[q+r+d+c+v+a++n+m++p]朝.夕w,4
w[q+r+d+c+v+a++n+m++p]庄.谐w,4
w[q+r+d+c+v+a++n+m++p]外.中w,4
w[q+r+d+c+v+a++n+m++p]危.安w,4
w[q+r+d+c+v+a++n+m++p]浊.清w,4
w[q+r+d+c+v+a++n+m++p]贱.贵w,4
w[q+r+d+c+v+a++n+m++p]断.续w,4
w[q+r+d+c+v+a++n+m++p]多.少w,4
w[q+r+d+c+v+a++n+m++p]恶.善w,4
w[q+r+d+c+v+a++n+m++p]恩.怨w,4
w[q+r+d+c+v+a++n+m++p]反.正w,4
w[q+r+d+c+v+a++n+m++p]放.收w,4
w[q+r+d+c+v+a++n+m++p]非.是w,4
w[q+r+d+c+v+a++n+m++p]分.合w,4
w[q+r+d+c+v+a++n+m++p]否.是w,4
w[q+r+d+c+v+a++n+m++p]浮.沉w,4
w[q+r+d+c+v+a++n+m++p]富.贫w,4
w[q+r+d+c+v+a++n+m++p]富.穷w,4
w[q+r+d+c+v+a++n+m++p]甘.苦w,4
w[q+r+d+c+v+a++n+m++p]干.湿w,4
w[q+r+d+c+v+a++n+m++p]高.矮w,4
w[q+r+d+c+v+a++n+m++p]高.低w,4
w[q+r+d+c+v+a++n+m++p]古.今w,4
w[q+r+d+c+v+a++n+m++p]关.开w,4
w[q+r+d+c+v+a++n+m++p]合.分w,4
w[q+r+d+c+v+a++n+m++p]黑.白w,4
w[q+r+d+c+v+a++n+m++p]恨.爱w,4
w[q+r+d+c+v+a++n+m++p]横.竖w,4
w[q+r+d+c+v+a++n+m++p]横.纵w,4
w[q+r+d+c+v+a++n+m++p]后.前w,4
w[q+r+d+c+v+a++n+m++p]厚.薄w,4
w[q+r+d+c+v+a++n+m++p]坏.好w,4
w[q+r+d+c+v+a++n+m++p]缓.急w,4
w[q+r+d+c+v+a++n+m++p]活.死w,4
w[q+r+d+c+v+a++n+m++p]饥.饱w,4
w[q+r+d+c+v+a++n+m++p]吉.凶w,4
w[q+r+d+c+v+a++n+m++p]急.缓w,4
w[q+r+d+c+v+a++n+m++p]加.减w,4
w[q+r+d+c+v+a++n+m++p]假.真w,4
w[q+r+d+c+v+a++n+m++p]奸.忠w,4
w[q+r+d+c+v+a++n+m++p]减.加w,4
w[q+r+d+c+v+a++n+m++p]降.升w,4
w[q+r+d+c+v+a++n+m++p]紧.松w,4
w[q+r+d+c+v+a++n+m++p]进.出w,4
w[q+r+d+c+v+a++n+m++p]进.退w,4
w[q+r+d+c+v+a++n+m++p]静.动w,4
w[q+r+d+c+v+a++n+m++p]旧.新w,4
w[q+r+d+c+v+a++n+m++p]聚.散w,4
w[q+r+d+c+v+a++n+m++p]开.关w,4
w[q+r+d+c+v+a++n+m++p]哭.笑w,4
w[q+r+d+c+v+a++n+m++p]苦.甘w,4
w[q+r+d+c+v+a++n+m++p]苦.甜w,4
w[q+r+d+c+v+a++n+m++p]快.慢w,4
w[q+r+d+c+v+a++n+m++p]亏.盈w,4
w[q+r+d+c+v+a++n+m++p]老.少w,4
w[q+r+d+c+v+a++n+m++p]冷.热w,4
w[q+r+d+c+v+a++n+m++p]里.外w,4
w[q+r+d+c+v+a++n+m++p]露.藏w,4
w[q+r+d+c+v+a++n+m++p]买.卖w,4
w[q+r+d+c+v+a++n+m++p]卖.买w,4
w[q+r+d+c+v+a++n+m++p]慢.快w,4
w[q+r+d+c+v+a++n+m++p]忙.闲w,4
w[q+r+d+c+v+a++n+m++p]美.丑w,4
w[q+r+d+c+v+a++n+m++p]明.暗w,4
w[q+r+d+c+v+a++n+m++p]末.首w,4
w[q+r+d+c+v+a++n+m++p]暮.朝w,4
w[q+r+d+c+v+a++n+m++p]男.女w,4
