id,corpus,query,type
19,0,吃,1
19,0,笑,1
19,2,一n一个n--一人,11
19,2,一q一个v,2
19,2,一q一个,2
19,2,一n一个--人,11
19,2,一v一个,2
19,2,一次见面,1
19,0,不要说,1
19,1,年纪^^我,12
20,2,不隆咚,1
20,2,不隆冬,1
20,2,不.咚,7
20,2,不.冬,7
20,2,不.东,7
20,2,咕隆咚,1
20,2,咕隆冬,1
20,2,不溜秋,1
20,2,车水马龙,1
20,2,兵荒马乱,1
20,2,马首是瞻,1
20,2,龙马精神,1
20,2,马不停蹄,1
20,2,千军万马,1
20,2,青梅竹马,1
20,2,露出马脚,1
20,2,汗马功劳,1
20,2,走马上任,1
20,2,金戈铁马,1
20,0,非n,2
21,5,安居乐业,1
21,5,乐业安居,1
21,5,安邦定国+,1
21,5,定国安邦,1
21,5,安贫乐道,1
21,5,乐道安贫,1
21,5,暗香疏影,1
21,5,疏影暗香,1
21,5,八面威风,1
21,5,威风八面,1
21,5,霸道横行,1
21,5,横行霸道,1
21,5,百计千方,1
21,5,千方百计,1
21,5,百孔千疮,1
21,5,千疮百孔,1
21,5,百依百顺,1
21,5,摆尾摇头,1
21,5,摇头摆尾,1
21,5,败柳残花,1
21,5,残花败柳,1
21,5,败俗伤风,1
21,5,伤风败俗,1
21,5,半吐半吞,1
21,5,半吞半吐,1
21,5,半信半疑,1
21,5,半疑半信,1
21,5,宝马香车,1
21,5,香车宝马,1
21,5,暴戾恣睢,1
21,5,恣睢暴戾,1
21,5,悲欢离合,1
21,5,离合悲欢,1
21,5,北讨南征,1
21,5,南征北讨,1
21,5,背井离乡,1
21,5,离乡背井,1
21,5,闭月羞花,1
21,5,羞花闭月,1
21,5,壁垒森严,1
21,5,冰清玉洁,1
21,5,玉洁冰清,1
21,5,冰消瓦解,1
21,5,瓦解冰消,1
21,5,捕风捉影,1
21,5,捉影捕风,1
21,5,不咎既往,1
21,5,既往不咎,1
21,5,不闻不问,1
21,5,不问不闻,1
21,5,不值一钱,1
21,5,一钱不值,1
21,5,不值一文,1
21,5,一文不值,1
21,5,才疏学浅,1
21,5,学浅才疏,1
21,5,才子佳人,1
21,5,佳人才子,1
21,5,残垣断壁,1
21,5,藏形匿影,1
21,5,匿影藏形,1
21,5,肠肥脑满,1
21,5,脑满肠肥,1
21,5,沉鱼落雁,1
21,5,落雁沉鱼,1
21,5,惩恶劝善,1
21,5,劝善惩恶,1
21,5,尺短寸长,1
21,5,寸长尺短,1
21,5,齿白唇红,1
21,5,唇红齿白,1
21,5,赤胆忠心,1
21,5,忠心赤胆,1
21,5,疮痍满目,1
21,5,满目疮痍,1
21,5,捶胸顿足,1
21,5,顿足捶胸,1
21,5,唇焦舌敝,1
21,5,舌敝唇焦,1
21,5,词穷理屈,1
21,5,理屈词穷,1
21,5,辞严义正,1
21,5,义正辞严,1
21,5,大快人心,1
21,5,人心大快,1
21,5,大名鼎鼎,1
21,5,鼎鼎大名,1
21,5,单枪匹马,1
21,5,匹马单枪,1
21,5,胆战心惊,1
21,5,心惊胆战,1
21,5,胆颤心惊,1
21,5,心惊胆颤,1
21,5,荡气回肠,1
21,5,回肠荡气,1
21,5,岛瘦郊寒,1
21,5,郊寒岛瘦,1
21,5,倒海翻江,1
21,5,翻江倒海,1
21,5,盗名欺世,1
21,5,欺世盗名,1
21,5,道骨仙风,1
21,5,仙风道骨,1
21,5,道貌岸然,1
21,5,岸然道貌,1
21,5,砥柱中流,1
21,5,中流砥柱,1
21,5,地覆天翻,1
21,5,天翻地覆,1
21,5,地久天长,1
21,5,天长地久,1
21,5,地老天荒,1
21,5,天荒地老,1
21,5,地裂山崩,1
21,5,山崩地裂,1
21,5,地灵人杰,1
21,5,人杰地灵,1
21,5,颠沛流离,1
21,5,流离颠沛,1
21,5,雕梁画栋,1
21,5,画栋雕梁,1
21,5,吊民伐罪,1
21,5,伐罪吊民,1
21,5,夜雨对床,1
21,5,对床夜雨,1
21,5,顿挫抑扬,1
21,5,抑扬顿挫,1
21,5,顿开茅塞,1
21,5,茅塞顿开,1
21,5,耳提面命,1
21,5,面命耳提,1
21,5,翻云覆雨,1
21,5,覆雨翻云,1
21,5,方兴未艾,1
21,5,未艾方兴,1
21,5,风和日丽,1
21,5,日丽风和,1
21,5,风清弊绝,1
21,5,弊绝风清,1
21,5,风清月白,1
21,5,月白风清,1
21,5,风声鹤唳,1
21,5,鹤唳风声,1
21,5,风云际会,1
21,5,际会风云,1
21,5,扶老携幼,1
21,5,携幼扶老,1
21,5,扶倾济弱,1
21,5,济弱扶倾,1
21,5,扶危济困,1
21,5,济困扶危,1
21,5,福地洞天,1
21,5,洞天福地,1
21,5,傅粉施朱,1
21,5,施朱傅粉,1
21,5,腹诽心谤,1
21,5,旰食宵衣,1
21,5,宵衣旰食,1
21,5,高飞远举,1
21,5,远举高飞,1
21,5,槁木死灰,1
21,5,死灰槁木,1
21,5,狗盗鸡鸣,1
21,5,鸡鸣狗盗,1
21,5,狗肺狼心,1
21,5,狼心狗肺,1
21,5,狗苟蝇营,1
21,5,蝇营狗苟,1
21,5,孤苦伶仃,1
21,5,伶仃孤苦,1
21,5,古色古香,1
21,5,古香古色,1
21,5,瓜剖豆分,1
21,5,豆分瓜剖,1
21,5,瓜田李下,1
21,5,李下瓜田,1
21,5,挂肚牵肠,1
21,5,牵肠挂肚,1
21,5,光明正大,1
21,5,正大光明,1
21,5,鬼斧神工,1
21,5,神工鬼斧,1
21,5,鬼使神差,1
21,5,神差鬼使,1
21,5,国色天香,1
21,5,天香国色,1
21,5,海誓山盟,1
21,5,山盟海誓,1
21,5,海晏河清,1
21,5,河清海晏,1
21,5,含垢忍辱,1
21,5,忍辱含垢,1
21,5,寒来暑往,1
21,5,暑往寒来,1
21,5,皓齿明眸,1
21,5,明眸皓齿,1
21,5,鹤发鸡皮,1
21,5,鸡皮鹤发,1
21,5,黑白混淆,1
21,5,混淆黑白,1
21,5,虎背熊腰,1
21,5,熊腰虎背,1
21,5,虎斗龙争,1
21,5,龙争虎斗,1
21,5,虎踞龙盘,1
21,5,龙盘虎踞,1
21,5,虎视鹰扬,1
21,5,鹰扬虎视,1
21,5,虎穴龙潭,1
21,5,龙潭虎穴,1
21,5,虎咽狼吞,1
21,5,狼吞虎咽,1
21,5,花红柳绿,1
21,5,柳绿花红,1
21,5,花前月下,1
21,5,月下花前,1
21,5,花容月貌,1
21,5,月貌花容,1
21,5,花团锦簇,1
21,5,锦簇花团,1
21,5,花香鸟语,1
21,5,鸟语花香,1
21,5,怀瑾握瑜,1
21,5,握瑜怀瑾,1
21,5,怀铅握椠,1
21,5,握椠怀铅,1
21,5,黄卷青灯,1
21,5,青灯黄卷,1
21,5,浑金璞玉,1
21,5,璞玉浑金,1
21,5,祸起萧墙,1
21,5,萧墙祸起,1
21,5,击楫中流,1
21,5,中流击楫,1
21,5,吉日良辰,1
21,5,良辰吉日,1
21,5,吉少凶多,1
21,5,凶多吉少,1
21,5,价廉物美,1
21,5,物美价廉,1
21,5,结草衔环,1
21,5,衔环结草,1
21,5,金迷纸醉,1
21,5,纸醉金迷,1
21,5,金枝玉叶,1
21,5,玉叶金枝,1
21,5,筋疲力尽,1
21,5,力尽筋疲,1
21,5,锦心绣口,1
21,5,绣口锦心,1
21,5,锦衣玉食,1
21,5,玉食锦衣,1
21,5,谨慎小心,1
21,5,小心谨慎,1
21,5,经天纬地,1
21,5,纬地经天,1
21,2,顶不v,2
21,0,[特别+非常+特],4
21,2,顶不a,2
21,2,怪不v,2
21,0,可是,1
21,2,但是,1
21,2,老兄,1
21,0,我a了,2
21,1,我a了,2
21,2,可是,1
21,0,在N,2
22,5,惊涛骇浪,1
22,5,骇浪惊涛,1
22,5,绝后光前,1
22,5,光前绝后,1
22,5,慷慨激昂,1
22,5,激昂慷慨,1
22,5,克勤克俭,1
22,5,克俭克勤,1
22,5,肯构肯堂,1
22,5,肯堂肯构,1
22,5,浪迹萍踪,1
22,5,萍踪浪迹,1
22,5,累牍连篇,1
22,5,连篇累牍,1
22,5,磊落光明,1
22,5,光明磊落,1
22,5,履薄临深,1
22,5,临深履薄,1
22,5,鳞次栉比,1
22,5,栉比鳞次,1
22,5,流金铄石,1
22,5,铄石流金,1
22,5,镂骨铭心,1
22,5,铭心镂骨,1
22,5,露宿风餐,1
22,5,风餐露宿,1
22,5,绿水青山,1
22,5,青山绿水,1
22,5,马耳东风,1
22,5,东风马耳,1
22,5,马龙车水,1
22,5,车水马龙,1
22,5,马仰人翻,1
22,5,人翻马仰,1
22,5,埋名隐姓,1
22,5,隐姓埋名,1
22,5,昧己瞒心,1
22,5,眉清目秀,1
22,5,目秀眉清,1
22,5,美景良辰,1
22,5,良辰美景,1
22,5,铭心刻骨,1
22,5,刻骨铭心,1
22,5,末路穷途,1
22,5,穷途末路,1
22,5,秣马厉兵,1
22,5,厉兵秣马,1
22,5,沐雨栉风,1
22,5,栉风沐雨,1
22,5,幕天席地,1
22,5,席地幕天,1
22,5,暮楚朝秦,1
22,5,朝秦暮楚,1
22,5,暮景桑榆,1
22,5,桑榆暮景,1
22,5,难分难舍,1
22,5,难舍难分,1
22,5,难解难分,1
22,5,难分难解,1
22,5,泥塑木雕,1
22,5,木雕泥塑,1
22,5,蹑脚蹑手,1
22,5,蹑手蹑脚,1
22,5,旁门左道,1
22,5,左道旁门,1
22,5,千钧一发,1
22,5,一发千钧,1
22,5,千山万水,1
22,5,万水千山,1
22,5,千丝万缕,1
22,5,万缕千丝,1
22,5,轻脚轻手,1
22,5,轻手轻脚,1
22,5,倾城倾国,1
22,5,倾国倾城,1
22,5,倾心吐胆,1
22,5,吐胆倾心,1
22,5,清源正本,1
22,5,正本清源,1
22,5,琼浆玉液,1
22,5,玉液琼浆,1
22,5,仁人志士,1
22,5,志士仁人,1
22,5,日久天长,1
22,5,天长日久,1
22,5,如痴如醉,1
22,5,如醉如痴,1
22,5,茹苦含辛,1
22,5,含辛茹苦,1
22,5,飒爽英姿,1
22,5,英姿飒爽,1
22,5,万象森罗,1
22,5,森罗万象,1
22,5,僧多粥少,1
22,5,神工鬼斧,1
22,5,鬼斧神工,1
22,5,声嘶力竭,1
22,5,力竭声嘶,1
22,5,拾遗补阙,1
22,5,补阙拾遗,1
22,5,世态炎凉,1
22,5,炎凉世态,1
22,5,疏财仗义,1
22,5,仗义疏财,1
22,5,水深火热,1
22,5,火热水深,1
22,5,水性杨花,1
22,5,杨花水性,1
22,5,岁月峥嵘,1
22,5,峥嵘岁月,1
22,5,堂堂正正,1
22,5,正正堂堂,1
22,5,天涯海角,1
22,5,海角天涯,1
22,5,铁马金戈,1
22,5,金戈铁马,1
22,5,通今博古,1
22,5,博古通今,1
22,5,同心协力,1
22,5,协力同心,1
22,5,铜墙铁壁,1
22,5,铁壁铜墙,1
22,5,吐哺握发,1
22,5,握发吐哺,1
22,5,吐气扬眉,1
22,5,扬眉吐气,1
22,5,兔走乌飞,1
22,5,乌飞兔走,1
22,5,吞声饮泣,1
22,5,饮泣吞声,1
22,5,瓦解冰消,1
22,5,冰消瓦解,1
22,5,外合里应,1
22,5,里应外合,1
22,5,巫山云雨,1
22,5,云雨巫山,1
22,5,无边风月,1
22,5,风月无边,1
22,5,无影无踪,1
22,5,无踪无影,1
22,5,舞榭歌楼,1
22,5,歌楼舞榭,1
22,5,香消玉减,1
22,5,玉减香消,1
22,5,香消玉碎,1
22,5,玉碎香消,1
22,5,逍遥自在,1
22,5,自在逍遥,1
22,5,销声匿迹,1
22,5,匿迹销声,1
22,5,心猿意马,1
22,5,意马心猿,1
22,5,新婚燕尔,1
22,5,燕尔新婚,1
22,5,薪桂米珠,1
22,5,米珠薪桂,1
22,5,星移斗转,1
22,5,斗转星移,1
22,5,腥风血雨,1
22,5,血雨腥风,1
22,5,修文偃武,1
22,5,偃武修文,1
22,5,雪泥鸿爪,1
22,5,鸿爪雪泥,1
22,5,燕侣莺俦,1
22,5,莺俦燕侣,1
22,5,扬威耀武,1
22,5,耀武扬威,1
22,5,羊质虎皮,1
22,5,虎皮羊质,1
22,5,野鹤闲云,1
22,5,闲云野鹤,1
22,5,一暴十寒,1
22,5,十寒一暴,1
22,5,疑神疑鬼,1
22,5,疑鬼疑神,1
22,5,薏苡明珠,1
22,5,明珠薏苡,1
22,5,莺歌燕舞,1
22,5,燕舞莺歌,1
22,5,知彼知己,1
22,5,知己知彼,1
22,5,经文纬武,1
22,5,纬武经文,1
22,2,有些不v,2
22,0,寒冷,1
23,0,等于,1
23,1,等于,1
23,0,把n+../v,3
23,3,等于,1
24,2,上,1
24,0,往*中--往事,11
24,1,往*中--中国,11
24,0,按说,1
24,1,安顿,1
25,3,v+ing,2
25,2,把+n+踩+,2
25,2,踩+n+,2
25,3,鸽,1
25,0,nr那n,2
25,1,nr那n,2
26,3,大牛,1
26,2,大牛,1
26,5,徒手--师徒手,11
26,5,徒手,1
26,1,v中。--在v中,11
26,1,以及,1
26,3,以及,1
26,4,以及,1
27,2,充满n,2
27,2,d充满,2
27,2,s充满,2
27,2,s*充满,6
27,2,把+n+踩+,2
27,2,踩+n+,2
27,1,V+V,2
27,0,n之n,2
27,5,岂,1
27,5,固,1
28,0,不管,1
28,2,泪目,1
28,5,泪目,1
28,3,泪目,1
28,0,r+的+n,2
28,0,白v,2
28,1,白v,2
29,0,出现了n,2
29,0,出现n,2
29,2,发生n,2
29,2,出现n,2
29,0,然而事实上,1
30,0,反正,1
30,5,果,1
30,5,果然,1
30,5,几,1
30,5,何,1
30,5,得无,1
30,5,不意,1
30,5,若,1
30,5,大凡,1
30,5,可,1
30,5,焉,1
30,5,颇,1
30,5,忍生,1
30,5,何敢,1
30,5,何为,1
30,5,实,1
30,5,诚,1
30,5,自是,1
30,5,能不,1
30,5,盖,1
30,5,庶,1
31,0,拉倒,1
31,0,但是事实上,1
32,2,v一下呗w,2
32,2,把握n,2
32,2,抓紧n,2
32,0,是*的w,6
32,4,情愿++adj,2
33,2,一马当先,1
33,5,瞒心昧己,1
33,0,还是那句话,1
34,2,把n摆平,2
34,2,摆平n,2
34,0,都a了,2
34,2,把住n,2
34,2,单枪匹马,1
35,2,把n捧@,9
35,2,把@捧,9
35,2,把*捧,6
35,2,把*捧@,10
35,0,古老的N,2
36,0,它个,1
36,0,来[a+n+q]--V来,11
37,3,我觉得@,9
37,3,我想@,9
37,2,只是,1
38,2,抓紧N,2
38,2,把握N,2
38,0,的脸^^丢,12
38,0,一对,1
38,1,的脸^^丢,12
38,1,。有人,1
38,1,。如果有人,1
38,0,飘逸的n,2
38,2,飘逸的n,2
39,2,v了w,2
39,2,a了w,2
39,0,v了一q+n,2
39,2,v了一q+n,2
39,1,n狗,2
39,0,把,1
39,0,v一下,2
39,2,发出+一+q+V,2
40,2,v犯罪,2
41,0,晚上,1
41,1,晚上,1
41,2,晚上,1
41,3,晚上,1
41,4,晚上,1
41,1,n比n,2
41,0,n比v,2
41,1,n比v,2
41,1,n比a,2
41,0,n比a,2
41,0,v比a,2
41,1,v比a,2
41,1,v比n,2
41,0,v比n,2
41,0,v比v,2
41,1,v比v,2
41,1,a比v,2
41,0,a比v,2
41,0,a比n,2
41,1,a比n,2
41,1,a比a,2
41,0,a比a,2
41,0,还是那句话,1
41,0,很n,2
41,0,能,1
41,3,泪目,1
42,0,v了q+n,2
42,0,v了n,2
42,2,n的臭气,2
42,2,v呗w,2
42,2,变成+n+,2
42,2,成为+n+,2
42,2,把N变成+,2
42,0,我能说,1
42,1,我能说,1
42,2,我能说,1
42,3,我能说,1
42,4,我能说,1
42,2,很长n,2
42,2,很大n,2
42,5,透过,1
42,5,通过,1
43,2,抓紧N,2
43,2,把握N,2
43,0,因为*的原因,6
43,0,存在/v,3
43,0,居住/V,3
44,0,刚+v,2
44,2,喝个,1
44,0,恐是,1
44,1,恐是,1
44,2,恐是,1
44,3,恐是,1
44,4,恐是,1
44,5,恐是,1
44,0,a上来,2
44,1,a上来,2
44,2,a上来,2
44,0,[w+n+a+v+y+]+什么+[w+y],4
44,1,[w+n+a+v+y+]+什么+[w+y],4
44,4,[w+n+a+v+y+]+什么+[w+y],4
44,0,在v什么？,2
44,0,已经V,2
44,4,已经V,2
44,1,已经V,2
44,3,已经V,2
45,2,v一下吧w,2
45,2,n污点,2
45,2,a的尸体,2
45,2,把住n,2
45,0,是什么意思？,1
45,0,吗,1
45,0,吧,1
45,0,吧^^吧？,12
45,0,呢？,1
45,2,我觉得n,2
45,2,我想+n+,2
46,2,天衣无缝,1
46,2,自相矛盾,1
46,2,守株待兔,1
46,2,画蛇添足,1
46,2,一言为定,1
46,2,总而言之,1
46,0,明显,1
46,1,明显,1
46,3,明显,1
46,3,显明,1
46,1,显明,1
46,0,显明,1
46,0,明白,1
46,1,明白,1
46,3,明白,1
46,3,明确,1
46,1,明确,1
46,0,明确,1
46,0,显著,1
46,1,显著,1
46,3,显著,1
46,0,遗憾,1
46,1,遗憾,1
46,3,遗憾,1
46,3,幸运,1
46,1,幸运,1
46,0,幸运,1
46,0,可惜,1
46,1,可惜,1
46,3,可惜,1
46,3,抱歉,1
46,1,抱歉,1
46,0,抱歉,1
46,0,不幸,1
46,1,不幸,1
46,3,不幸,1
46,3,高兴,1
46,1,高兴,1
46,0,高兴,1
46,0,开心,1
46,1,开心,1
46,3,开心,1
46,3,后悔,1
46,1,后悔,1
46,0,后悔,1
46,0,难过,1
46,1,难过,1
46,3,难过,1
46,3,沮丧,1
46,0,沮丧,1
46,0,麻烦,1
46,1,麻烦,1
46,3,麻烦,1
46,3,繁难,1
46,1,繁难,1
46,0,繁难,1
46,0,烦琐,1
46,0,繁琐,1
46,1,繁琐,1
46,1,烦琐,1
46,3,烦琐,1
46,3,繁琐,1
46,0,烦恼,1
46,1,烦恼,1
46,3,烦恼,1
46,3,费事,1
46,1,费事,1
46,0,费事,1
46,0,困难,1
46,1,困难,1
46,3,困难,1
46,0,a的眸子,2
46,0,前+n,2
46,2,V好,2
47,2,vn哦+,2
47,2,vn呢,2
47,2,把住+n,2
47,0,对+f+V,2
47,0,对+n+V,2
47,1,a爆了,2
47,2,a爆了,2
47,0,光,1
47,0,光./a,3
47,3,恐是,1
47,0,执行v,2
47,5,固,1
48,2,把住n,2
48,0,这样一来,1
48,1,这样一来,1
48,0,梗,1
48,1,梗,1
48,3,V死我了,2
48,0,V死我了,2
48,3,梗,1
48,4,梗,1
48,1,逐一,1
48,0,逐一,1
48,4,逐一,1
48,0,V了n,2
49,0,认为*？,6
49,0,认为*！,6
49,0,认为*吧,6
49,0,认为*。,6
49,2,认为*？,6
49,2,认为*！,6
49,0,却,1
49,3,精,1
49,0,吃n吃*,6
49,0,[a+v+n+r+i]等于[a+v+n+i],4
49,0,，等于,1
49,3,帝,1
49,0,强,1
49,3,n精,2
49,3,v精,2
49,3,a精,2
49,3,d精,2
49,2,可以,1
49,2,能,1
49,0,一对,1
50,2,a手a脚,2
50,2,a眉a眼,2
50,2,a头a脑,2
50,2,a声a气,2
50,2,a心a肠,2
50,2,a心a肺,2
50,2,a模a样,2
50,0,怎么--怎么样,11
50,0,睡,1
50,0,笑,1
50,0,m+a+q,2
50,1,m+./a+q,3
50,0,想念,1
50,1,想念,1
50,2,a头a脸,2
51,0,被*+v+v+v,6
51,0,大概,1
51,0,大约,1
51,0,推迟,1
51,0,延迟,1
51,2,不就得了,1
51,1,不就得了,1
51,4,不就得了,1
51,5,不就得了,1
52,2,热,1
52,0,惟独,1
52,4,惟独,1
52,1,惟独,1
52,1,不就得了,1
52,0,指责,1
52,0,责怪,1
52,0,抱怨,1
52,4,虽然*，但是,6
52,5,雌.雄,7
53,2,v个n吧w,2
53,0,连,1
53,1,安顿,1
53,5,忽视,1
53,0,不怎么,1
53,0,不怎么--不怎么样,11
53,3,俺,1
53,1,除了,1
53,2,n进行,2
53,3,蛇精,1
54,2,应该n,2
54,0,什么++？,1
54,0,是什么？,1
54,0,怎么--怎么样,11
54,5,早晚,1
54,5,迟早,1
54,5,始终,1
54,0,以/p,3
54,0,从来,1
